Refcode,Density (g/cm3),HVF,Surface area (m2/g),Free volume (cm3/g),PLD (A),LCD (A),LCD/PLD,Porosity,Density [binned] (g/cm3),HVF [binned],Surface area [binned] (m2/g),Free volume [binned] (cm3/g),PLD [binned] (A),LCD [binned] (A),LCD/PLD [binned]
WOHQAN,1.703,0.153,79.06,0.083,2.78,4.97,1.788,2D,1.6,0.1,50,0,2.6,4.8,1.6
WOHQER,1.733,0.322,307.76,0.18,3.8,5.56,1.463,2D,1.6,0.3,300,0.1,3.8,5.3,1.4
WOHSIV,1.451,0.126,30.68,0.061,3.3,4.53,1.373,1D,1.4,0.1,0,0,3.3,4.5,1.3
WOHSOB,1.447,0.132,33.32,0.062,3.29,4.39,1.334,1D,1.4,0.1,0,0,3,4.3,1.3
WOHWAT,1.529,0.165,18.53,0.072,1.32,4.3,3.258,1D,1.5,0.1,0,0,1,4.3,3
WOHWEX,0.712,0.591,2177.29,0.756,7.77,9.27,1.193,1D,0.6,0.5,2000,0.6,6,8,1.1
WOJDUW,1.174,0.203,23.91,0.124,1.86,4.3,2.312,1D,1.1,0.2,0,0.1,1.8,4.3,2
WOJJOV,1.16,0.495,587.38,0.289,6.36,7.67,1.206,1D,1.1,0.4,500,0.2,6,7,1.2
WOJRAO,0.814,0.507,562.18,0.517,3.32,5.8,1.747,1D,0.8,0.5,500,0.5,3.3,5.6,1.6
WOJWUO,1.285,0.143,25.91,0.076,1.13,4.52,4.000,3D,1.2,0.1,0,0,1,4.5,4
WOJXAV,1.427,0.147,40.05,0.077,1.18,4.71,3.992,2D,1.4,0.1,0,0,1,4.6,3
WOJXEZ,1.253,0.146,44.38,0.081,1.41,4.61,3.270,1D,1.2,0.1,0,0,1.4,4.6,3
WOJYAW,1.221,0.632,1487.68,0.535,4.71,7.11,1.510,1D,1.2,0.6,1250,0.5,4.5,7,1.5
WOJYIE,1.199,0.619,1417.67,0.523,4.46,6.12,1.372,3D,1.1,0.6,1250,0.5,4,6,1.3
WOJYOK,1.021,0.618,1641.62,0.612,4.46,6.12,1.372,3D,1,0.6,1500,0.6,4,6,1.3
WOJZEA,0.912,0.630,1882.38,0.611,5.88,6.93,1.179,2D,0.8,0.6,1500,0.6,5,6.5,1.1
WOKBEE,0.806,0.613,1735.77,0.663,5.17,9.03,1.747,1D,0.8,0.6,1500,0.6,5,8,1.6
WOKMUF,1.318,0.559,1185.44,0.405,6.43,8.45,1.314,1D,1.3,0.5,1000,0.4,6,8,1.3
WOKTUN,1.11,0.363,1.47,0.227,2.98,4.08,1.369,1D,1.1,0.3,0,0.2,2.6,4,1.3
WOLMEQ,1.511,0.311,157.91,0.16,3.47,4.76,1.372,1D,1.5,0.3,150,0.1,3.3,4.6,1.3
WOLSOG,1.275,0.204,32.3,0.11,2.93,4.43,1.512,1D,1.2,0.2,0,0.1,2.6,4.4,1.5
WOMCAE,1.097,0.322,220.81,0.182,1.66,5.43,3.271,3D,1,0.3,200,0.1,1.4,5.3,3
WOMCUY,1.538,0.318,42.07,0.155,3.17,5.17,1.631,3D,1.5,0.3,0,0.1,3,5,1.6
WOMFIO,1.165,0.524,941.55,0.418,7.16,7.46,1.042,1D,1.1,0.5,800,0.4,6,7,1
WONKEQ,1.079,0.537,1117.94,0.426,6.58,7.94,1.207,1D,1,0.5,1000,0.4,6,7,1.2
WONSAU,1.466,0.126,15.53,0.059,1.32,4.33,3.280,3D,1.4,0.1,0,0,1,4.3,3
WONSEY,1.501,0.119,4.25,0.053,1.27,4.13,3.252,3D,1.5,0.1,0,0,1,4,3
WOPFAJ,1.431,0.298,199.73,0.21,2.69,6.22,2.312,3D,1.4,0.2,150,0.2,2.6,6,2
WOPFEN,1.44,0.294,190.4,0.202,2.67,6.17,2.311,3D,1.4,0.2,150,0.2,2.6,6,2
WOPHAM,1.109,0.374,379.73,0.249,4.31,5.08,1.179,1D,1.1,0.3,300,0.2,4,5,1.1
WOPHEQ,1.216,0.336,322.21,0.187,3.18,6.36,2.000,1D,1.2,0.3,300,0.1,3,6,2
WOPHIU01,1.375,0.222,55.01,0.117,2.75,4.5,1.636,2D,1.3,0.2,50,0.1,2.6,4.5,1.6
WOPJOA,1.017,0.284,229.45,0.249,2.91,4.75,1.632,1D,1,0.2,200,0.2,2.6,4.6,1.6
WOPMET,1.305,0.186,25.35,0.107,2.21,4.41,1.995,1D,1.3,0.1,0,0.1,2.2,4.4,1.8
WOPMOD,1.17,0.405,772.9,0.305,4.17,5.56,1.333,1D,1.1,0.4,600,0.3,4,5.3,1.3
WOPSOL01,1.305,0.531,930.57,0.381,8.16,9.79,1.200,1D,1.3,0.5,800,0.3,8,8,1.1
WOPSOL,1.298,0.525,939.47,0.388,8.13,9.75,1.199,1D,1.2,0.5,800,0.3,8,8,1.1
WOQCOV,0.822,0.544,1073.78,0.601,3.28,5.86,1.787,2D,0.8,0.5,1000,0.6,3,5.6,1.6
WOQCUB01,0.901,0.475,1746.83,0.476,4.98,6.3,1.265,1D,0.8,0.4,1500,0.4,4.5,6,1.2
WOQCUB02,0.87,0.484,1836.6,0.506,5.04,6.46,1.282,2D,0.8,0.4,1500,0.5,5,6,1.2
WOQCUB,0.909,0.473,1696.03,0.468,4.89,6.26,1.280,1D,0.8,0.4,1500,0.4,4.5,6,1.2
WOQTUT,1.137,0.690,1245.8,0.531,10.67,11.48,1.076,1D,1.1,0.6,1000,0.5,10,10,1
WOQVAB,1.122,0.677,1252.09,0.548,10.71,11.63,1.086,1D,1.1,0.6,1250,0.5,10,10,1
WOQXOP01,0.638,0.641,2573.75,0.94,5.39,7.09,1.315,1D,0.6,0.6,2000,0.8,5,7,1.3
WOQYAC,1.384,0.100,12.45,0.05,1.59,4.48,2.818,1D,1.3,0.0,0,0,1.4,4.4,2.5
WORTII,1.466,0.320,158.76,0.168,2.6,4.9,1.885,1D,1.4,0.3,150,0.1,2.6,4.8,1.8
WORTOO,1.494,0.320,140.66,0.16,2.6,4.91,1.888,1D,1.4,0.3,100,0.1,2.6,4.8,1.8
WOSCEO,1.287,0.319,233.76,0.182,3.93,5.1,1.298,1D,1.2,0.3,200,0.1,3.8,5,1.2
WOSCIS,1.408,0.322,177.89,0.179,2.79,4.99,1.789,1D,1.4,0.3,150,0.1,2.6,4.8,1.6
WOSCOY,1.43,0.317,154.81,0.171,2.63,4.95,1.882,1D,1.4,0.3,150,0.1,2.6,4.8,1.8
WOSCUE,1.455,0.315,150.79,0.165,2.62,4.94,1.885,1D,1.4,0.3,150,0.1,2.6,4.8,1.8
WOSDAL,1.458,0.320,153.52,0.166,2.75,4.92,1.789,1D,1.4,0.3,150,0.1,2.6,4.8,1.6
WOSDOZ,1.598,0.387,125.58,0.162,3.44,5.2,1.512,1D,1.5,0.3,100,0.1,3.3,5,1.5
WOSZEL,1.093,0.357,277.49,0.267,3.33,5.04,1.514,1D,1,0.3,200,0.2,3.3,5,1.5
WOTSEF,1.119,0.478,257.7,0.354,3.27,4.94,1.511,1D,1.1,0.4,200,0.3,3,4.8,1.5
WOVROQ,1.244,0.196,30.49,0.122,3.2,4.39,1.372,1D,1.2,0.1,0,0.1,3,4.3,1.3
WOWBIV,1.852,0.157,24.69,0.051,1.91,4.42,2.314,3D,1.8,0.1,0,0,1.8,4.4,2
WOWQEG,0.859,0.615,1438.3,0.637,4,5.65,1.413,1D,0.8,0.6,1250,0.6,4,5.6,1.4
WOXPEE,1.048,0.530,1563.17,0.483,6.21,8.06,1.298,1D,1,0.5,1500,0.4,6,8,1.2
WOZDAS,1.556,0.375,149.3,0.188,2.5,5.01,2.004,1D,1.5,0.3,100,0.1,2.2,5,2
WOZMUT,2.317,0.138,5.47,0.047,1.3,4.25,3.269,3D,2,0.1,0,0,1,4.2,3
WUBNIS,0.802,0.520,1417.46,0.623,9.78,10.8,1.104,1D,0.8,0.5,1250,0.6,8,10,1.1
WUDNUG,0.883,0.562,2052.28,0.6,5.72,6.98,1.220,1D,0.8,0.5,2000,0.6,5,6.5,1.2
WUDZEB,0.451,0.790,5359.57,1.644,6.77,9.36,1.383,1D,0,0.7,3000,1.5,6,8,1.3
WUFFOT,2.121,0.196,72.16,0.071,4.08,4.62,1.132,1D,2,0.1,50,0,4,4.6,1.1
WUFPET,1.004,0.368,411.92,0.28,2.04,5.16,2.529,2D,1,0.3,400,0.2,1.8,5,2.5
WUFQUL,0.784,0.568,1569.11,0.628,4.16,5.88,1.413,1D,0.6,0.5,1500,0.6,4,5.6,1.4
WUGGAH,1.52,0.242,219.85,0.128,3.96,5.44,1.374,1D,1.5,0.2,200,0.1,3.8,5.3,1.3
WUGHUC,1.377,0.139,2.42,0.077,1.26,4.12,3.270,1D,1.3,0.1,0,0,1,4,3
WUHDOS,1.11,0.136,66.11,0.09,1.14,4.54,3.982,1D,1.1,0.1,50,0,1,4.5,3
WUHJIT,0.824,0.545,1459.08,0.593,4.57,6.27,1.372,1D,0.8,0.5,1250,0.5,4.5,6,1.3
WUHMAP,1.757,0.357,515.95,0.2,8.11,8.63,1.064,1D,1.6,0.3,500,0.2,8,8,1
WUHWAY,0.951,0.427,243.02,0.334,3.49,4.53,1.298,1D,0.8,0.4,200,0.3,3.3,4.5,1.2
WUHWIG,0.911,0.486,584.03,0.406,3.69,5.58,1.512,1D,0.8,0.4,500,0.4,3.6,5.3,1.5
WUJGUE,0.242,0.899,5692.52,3.615,15.07,15.69,1.041,1D,0,0.8,3000,2,10,10,1
WUJKUH,1.426,0.112,23.95,0.062,1.18,4.72,4.000,3D,1.4,0.1,0,0,1,4.6,4
WUJPOG,0.98,0.371,402.33,0.295,1.52,6.08,4.000,1D,0.8,0.3,400,0.2,1.4,6,4
WUKBEJ04,1.033,0.549,1546.59,0.501,8.39,8.74,1.042,1D,1,0.5,1500,0.5,8,8,1
WUKWAC,1.038,0.669,1997.6,0.644,5.55,6.1,1.099,2D,1,0.6,1500,0.6,5,6,1
WULLEW,1.523,0.480,794.52,0.272,5.98,9.05,1.513,1D,1.5,0.4,600,0.2,5,8,1.5
WULMEX,1.238,0.379,505.33,0.251,4.19,6.23,1.487,1D,1.2,0.3,500,0.2,4,6,1.4
WUMSAA,0.978,0.454,799.63,0.359,4.41,5.57,1.263,1D,0.8,0.4,600,0.3,4,5.3,1.2
WUNSAA,1.486,0.181,35.21,0.09,1.58,5.16,3.266,1D,1.4,0.1,0,0,1.4,5,3
WUPSEH,1.286,0.125,4.15,0.063,2.46,4.19,1.703,1D,1.2,0.1,0,0,2.2,4,1.6
WUPZEM,1.35,0.219,5.3,0.128,3.66,4.14,1.131,1D,1.3,0.2,0,0.1,3.6,4,1.1
WUPZOY,1.426,0.379,198.68,0.199,2.93,5.86,2.000,1D,1.4,0.3,150,0.1,2.6,5.6,2
WUPZUE,1.6,0.351,151.4,0.176,3.16,4.78,1.513,1D,1.6,0.3,150,0.1,3,4.6,1.5
WUQJUO,0.666,0.634,1991.4,0.853,8.68,9.77,1.126,1D,0.6,0.6,1500,0.8,8,8,1.1
WUQKAV,0.687,0.625,2001.56,0.817,8.07,9.18,1.138,1D,0.6,0.6,2000,0.8,8,8,1.1
WUQRUV,1.612,0.252,329.22,0.123,4.68,5.52,1.179,1D,1.6,0.2,300,0.1,4.5,5.3,1.1
WURCAN,1.683,0.339,63.03,0.164,3.35,4.74,1.415,1D,1.6,0.3,50,0.1,3.3,4.6,1.4
WURGEV,0.509,0.746,3190.28,1.349,4.23,6.28,1.485,2D,0,0.7,3000,1,4,6,1.4
WURGIZ,0.511,0.750,3408.28,1.365,4.2,6.59,1.569,1D,0,0.7,3000,1,4,6.5,1.5
WURYOZ,1.927,0.225,101.45,0.089,1.43,4.66,3.259,1D,1.8,0.2,100,0,1.4,4.6,3
WUSGIC,1.498,0.354,87.51,0.226,3.08,4.36,1.416,1D,1.4,0.3,50,0.2,3,4.3,1.4
WUSGOI,1.552,0.293,82.02,0.171,3.06,4.62,1.510,1D,1.5,0.2,50,0.1,3,4.6,1.5
WUSHOJ,1.742,0.099,50.1,0.048,1.17,4.67,3.991,3D,1.6,0.0,50,0,1,4.6,3
WUSHUP,1.67,0.101,59.63,0.054,1.18,4.7,3.983,3D,1.6,0.1,50,0,1,4.6,3
WUSJEB,1.726,0.102,58.03,0.051,1.18,4.73,4.008,3D,1.6,0.1,50,0,1,4.6,4
WUSSAG,1.274,0.316,16.08,0.173,2.11,4.22,2.000,1D,1.2,0.3,0,0.1,1.8,4.2,2
WUSVEN,1.171,0.493,404.64,0.513,3.4,5.33,1.568,1D,1.1,0.4,400,0.5,3.3,5.3,1.5
WUSXIR,1.232,0.363,111.95,0.208,3.95,4.47,1.132,1D,1.2,0.3,100,0.2,3.8,4.4,1.1
WUTBAQ,1.418,0.291,63.12,0.178,3.59,4.93,1.373,1D,1.4,0.2,50,0.1,3.3,4.8,1.3
WUTBES,1.777,0.310,293.25,0.145,4.77,6.97,1.461,1D,1.6,0.3,200,0.1,4.5,6.5,1.4
WUTBIW,1.841,0.309,270.81,0.136,4.62,6.74,1.459,1D,1.8,0.3,200,0.1,4.5,6.5,1.4
WUTBOC,1.909,0.307,247.58,0.129,4.69,6.74,1.437,1D,1.8,0.3,200,0.1,4.5,6.5,1.4
WUTBUI,1.745,0.311,307.09,0.151,4.89,7.03,1.438,1D,1.6,0.3,300,0.1,4.5,7,1.4
WUTHUO,2.008,0.179,31.94,0.071,2.15,4.6,2.140,1D,2,0.1,0,0,1.8,4.6,2
WUTTUA,1.543,0.099,1.72,0.048,1.27,4.14,3.260,1D,1.5,0.0,0,0,1,4,3
WUVGOL,1.997,0.297,55.72,0.123,2.82,4.61,1.635,1D,1.8,0.2,50,0.1,2.6,4.6,1.6
WUWRAI,0.99,0.422,433.65,0.331,2.9,6.71,2.314,3D,0.8,0.4,400,0.3,2.6,6.5,2
WUWVIV,1.133,0.263,23.88,0.163,1.7,4.31,2.535,1D,1.1,0.2,0,0.1,1.4,4.3,2.5
WUXBIA,0.899,0.633,1767.15,0.701,5.92,6.77,1.144,1D,0.8,0.6,1500,0.6,5,6.5,1.1
WUXCAU,1.804,0.241,48.06,0.106,1.38,4.51,3.268,3D,1.8,0.2,0,0.1,1,4.5,3
WUXVER,1.201,0.215,3.26,0.127,1.62,4.09,2.525,1D,1.2,0.2,0,0.1,1.4,4,2.5
WUXVUH,1.029,0.312,71.61,0.218,2.28,4.87,2.136,1D,1,0.3,50,0.2,2.2,4.8,2
WUYDOJ,2.353,0.354,113.91,0.125,3.1,4.87,1.571,1D,2,0.3,100,0.1,3,4.8,1.5
WUYRAK,1.385,0.264,44.43,0.151,2.05,4.39,2.141,1D,1.3,0.2,0,0.1,1.8,4.3,2
WUYRIS,1.594,0.227,18.54,0.12,1.83,4.22,2.306,1D,1.5,0.2,0,0.1,1.8,4.2,2
WUYWAQ,0.876,0.621,1658.63,0.6,4.49,7.85,1.748,2D,0.8,0.6,1500,0.6,4,7,1.6
WUYWIY,0.794,0.655,2082.58,0.72,5.33,8.8,1.651,1D,0.6,0.6,2000,0.6,5,8,1.6
WUYYIA,0.896,0.628,1796.82,0.612,6.2,8.91,1.437,1D,0.8,0.6,1500,0.6,6,8,1.4
WUYZEV,1.378,0.153,11.51,0.076,1.69,4.27,2.527,1D,1.3,0.1,0,0,1.4,4.2,2.5
WUZFIH,0.987,0.401,296.11,0.317,3.52,4.83,1.372,1D,0.8,0.4,200,0.3,3.3,4.8,1.3
WUZFON,1.1,0.206,103.8,0.145,3.19,4.83,1.514,1D,1.1,0.2,100,0.1,3,4.8,1.5
WUZGEE,1.041,0.238,137.6,0.164,2.45,4.63,1.890,1D,1,0.2,100,0.1,2.2,4.6,1.8
WUZGEF01,0.817,0.645,1948.42,0.684,5.68,8.75,1.540,1D,0.8,0.6,1500,0.6,5,8,1.5
WUZGEF,0.818,0.634,1952.48,0.679,5.24,8.84,1.687,3D,0.8,0.6,1500,0.6,5,8,1.6
WUZGII,1.011,0.255,269.55,0.185,2.85,4.87,1.709,1D,1,0.2,200,0.1,2.6,4.8,1.6
WUZGOO,1.054,0.241,170.8,0.165,2.9,4.73,1.631,1D,1,0.2,150,0.1,2.6,4.6,1.6
WUZGUU,1.079,0.230,115.24,0.15,2.61,4.45,1.705,1D,1,0.2,100,0.1,2.6,4.4,1.6
WUZHEF,1.231,0.223,233.26,0.154,4.01,5.07,1.264,1D,1.2,0.2,200,0.1,4,5,1.2
WUZHIJ,1.513,0.214,165.64,0.113,3.57,5.05,1.415,1D,1.5,0.2,150,0.1,3.3,5,1.4
WUZNEK,1.179,0.174,90.29,0.122,2.74,5.16,1.883,1D,1.1,0.1,50,0.1,2.6,5,1.8
WUZQIT,1.121,0.438,347.14,0.354,3.13,4.72,1.508,1D,1.1,0.4,300,0.3,3,4.6,1.5
WUZQOZ,1.009,0.515,1109.07,0.463,5.39,6.65,1.234,1D,1,0.5,1000,0.4,5,6.5,1.2
WUZQUF,0.963,0.509,1162.82,0.472,5.84,6.61,1.132,1D,0.8,0.5,1000,0.4,5,6.5,1.1
WUZRAM,1.073,0.446,869.89,0.361,4.99,5.76,1.154,1D,1,0.4,800,0.3,4.5,5.6,1.1
WUZZUN,1.317,0.270,22.46,0.178,3.01,4.25,1.412,1D,1.3,0.2,0,0.1,3,4.2,1.4
XABCIP,0.621,0.708,2521.15,1.007,6.71,7.6,1.133,3D,0.6,0.7,2000,1,6,7,1.1
XABJUI,0.709,0.690,2083.17,0.877,4.24,6,1.415,2D,0.6,0.6,2000,0.8,4,6,1.4
XABKAP,1.399,0.213,35.15,0.111,2.49,4.45,1.787,1D,1.3,0.2,0,0.1,2.2,4.4,1.6
XABKET,1.619,0.179,69.48,0.076,2.32,5.37,2.315,1D,1.6,0.1,50,0,2.2,5.3,2
XABKIX,1.634,0.153,50.85,0.066,1.91,4.84,2.534,1D,1.6,0.1,50,0,1.8,4.8,2.5
XABRUQ,0.813,0.653,1977.11,0.687,6.15,7.34,1.193,2D,0.8,0.6,1500,0.6,6,7,1.1
XACBUB,1.703,0.354,279.69,0.198,3.67,4.89,1.332,1D,1.6,0.3,200,0.1,3.6,4.8,1.3
XACGAL,0.772,0.645,1719.68,0.677,7.96,8.78,1.103,1D,0.6,0.6,1500,0.6,6,8,1.1
XACHOA,1.232,0.227,21.52,0.125,2.31,4.62,2.000,1D,1.2,0.2,0,0.1,2.2,4.6,2
XACRUR,1.954,0.350,192.97,0.179,3.66,5.35,1.462,1D,1.8,0.3,150,0.1,3.6,5.3,1.4
XACSIG,1.159,0.322,418.62,0.224,4.28,5.71,1.334,1D,1.1,0.3,400,0.2,4,5.6,1.3
XACXOQ,0.459,0.791,5060.98,1.595,7.39,8.44,1.142,2D,0,0.7,3000,1.5,6,8,1.1
XACZUX,1.227,0.164,4.89,0.094,2.35,4.21,1.791,1D,1.2,0.1,0,0,2.2,4.2,1.6
XADBAG,1.143,0.272,64.52,0.179,1.78,4.5,2.528,1D,1.1,0.2,50,0.1,1.4,4.5,2.5
XADBEK,1.165,0.271,160.87,0.172,3.29,4.97,1.511,2D,1.1,0.2,150,0.1,3,4.8,1.5
XADDAJ01,1.446,0.356,106.19,0.183,2.6,4.9,1.885,1D,1.4,0.3,100,0.1,2.6,4.8,1.8
XADDAJ,1.441,0.368,148.49,0.219,2.97,5.59,1.882,1D,1.4,0.3,100,0.2,2.6,5.3,1.8
XADGAM,1.195,0.373,177.75,0.225,3.36,4.91,1.461,1D,1.1,0.3,150,0.2,3.3,4.8,1.4
XADGOA,3.026,0.247,0.72,0.074,2.89,4.09,1.415,1D,2,0.2,0,0,2.6,4,1.4
XADLAR,0.725,0.607,2293.93,0.764,5.45,7.26,1.332,1D,0.6,0.6,2000,0.6,5,7,1.3
XADXIM,1.418,0.199,9.58,0.104,1.65,4.17,2.527,1D,1.4,0.1,0,0.1,1.4,4,2.5
XADYOT,1.414,0.192,5.68,0.119,1.46,4.13,2.829,3D,1.4,0.1,0,0.1,1.4,4,2.5
XADYUZ,1.431,0.197,1.01,0.124,1.6,4.05,2.531,3D,1.4,0.1,0,0.1,1.4,4,2.5
XAFBAJ,1.284,0.476,699.64,0.308,5.19,6.56,1.264,1D,1.2,0.4,600,0.3,5,6.5,1.2
XAFCIS,1.669,0.123,0.45,0.062,1.02,4.09,4.010,1D,1.6,0.1,0,0,1,4,4
XAFDAL,1.44,0.256,82.48,0.131,3.44,4.86,1.413,1D,1.4,0.2,50,0.1,3.3,4.8,1.4
XAFFEQ,1.341,0.129,41.29,0.094,1.76,4.97,2.824,1D,1.3,0.1,0,0,1.4,4.8,2.5
XAFSIJ,1.465,0.243,128.43,0.122,2.89,5.17,1.789,1D,1.4,0.2,100,0.1,2.6,5,1.6
XAFWEG01,0.652,0.648,1949.43,0.947,10.44,10.92,1.046,1D,0.6,0.6,1500,0.8,10,10,1
XAFWEG,1.317,0.192,2.03,0.11,1.48,4.2,2.838,2D,1.3,0.1,0,0.1,1.4,4.2,2.5
XAFXOT,1.958,0.137,16.23,0.06,3.62,4.27,1.180,1D,1.8,0.1,0,0,3.6,4.2,1.1
XAGCEO01,1.802,0.356,121.41,0.154,2.26,6.04,2.673,3D,1.8,0.3,100,0.1,2.2,6,2.5
XAGCEO,1.807,0.344,113.56,0.151,2.22,5.91,2.662,3D,1.8,0.3,100,0.1,2.2,5.6,2.5
XAGCIS01,1.835,0.261,63.96,0.103,1.74,4.92,2.828,3D,1.8,0.2,50,0.1,1.4,4.8,2.5
XAGCIS02,1.855,0.260,59.39,0.101,1.71,4.85,2.836,3D,1.8,0.2,50,0.1,1.4,4.8,2.5
XAGCIS,1.842,0.262,64.13,0.103,1.73,4.89,2.827,3D,1.8,0.2,50,0.1,1.4,4.8,2.5
XAGYAH,1.737,0.174,0.04,0.089,2.03,4.07,2.005,1D,1.6,0.1,0,0,1.8,4,2
XAHCIV,0.729,0.592,1821.01,0.748,5.41,7.12,1.316,2D,0.6,0.5,1500,0.6,5,7,1.3
XAHCOB,1.296,0.066,0.1,0.02,1.25,4.08,3.264,1D,1.2,0.0,0,0,1,4,3
XAHTIJ,0.903,0.450,362.07,0.39,3.18,5.83,1.833,2D,0.8,0.4,300,0.3,3,5.6,1.8
XAHZUD,0.603,0.733,3746.95,1.243,7.01,9.41,1.342,3D,0.6,0.7,3000,1,6,8,1.3
XAJWAI,1.295,0.276,19.33,0.151,2.27,4.29,1.890,1D,1.2,0.2,0,0.1,2.2,4.2,1.8
XAJWIQ,1.243,0.423,183.66,0.274,3.5,4.8,1.371,1D,1.2,0.4,150,0.2,3.3,4.8,1.3
XAKGAS,0.77,0.640,2356.23,0.73,6.33,7.81,1.234,1D,0.6,0.6,2000,0.6,6,7,1.2
XAKGAT,1.367,0.192,31.75,0.098,1.87,4.31,2.305,1D,1.3,0.1,0,0,1.8,4.3,2
XAKHAU,1.383,0.143,6.42,0.081,1.04,4.17,4.010,3D,1.3,0.1,0,0,1,4,4
XAKMIH,1.215,0.426,212.82,0.304,3.42,4.7,1.374,1D,1.2,0.4,200,0.3,3.3,4.6,1.3
XAKMII,1.327,0.250,182.3,0.126,1.3,5.19,3.992,2D,1.3,0.2,150,0.1,1,5,3
XAKPUW,1.308,0.121,37.54,0.066,1.22,4.87,3.992,2D,1.3,0.1,0,0,1,4.8,3
XAKVIO,1.33,0.155,46.52,0.083,1.84,4.66,2.533,1D,1.3,0.1,0,0,1.8,4.6,2.5
XAKZEQ,1.286,0.430,779.89,0.299,4.42,5.46,1.235,1D,1.2,0.4,600,0.2,4,5.3,1.2
XAKZIU,1.44,0.407,380.69,0.275,3.23,5.06,1.567,1D,1.4,0.4,300,0.2,3,5,1.5
XAKZUG,1.596,0.387,0.05,0.237,2.59,4.06,1.568,1D,1.5,0.3,0,0.2,2.2,4,1.5
XALGAT,0.483,0.787,4381.19,1.566,7.89,11.16,1.414,1D,0,0.7,3000,1.5,6,10,1.4
XALLIH,1.861,0.153,34.51,0.063,1.81,4.59,2.536,2D,1.8,0.1,0,0,1.8,4.5,2.5
XALPOQ,1.256,0.188,0.41,0.107,2.16,4.07,1.884,1D,1.2,0.1,0,0.1,1.8,4,1.8
XALTIP,0.551,0.841,3145.15,1.434,8.86,18.37,2.073,3D,0,0.8,3000,1,8,10,2
XALTOV,1.179,0.636,1027.75,0.48,3.04,12.17,4.003,3D,1.1,0.6,1000,0.4,3,10,4
XAMWEQ,1.384,0.190,15.72,0.085,1.1,4.41,4.009,2D,1.3,0.1,0,0,1,4.4,4
XANNAB,1.328,0.327,89.41,0.193,2.91,4.96,1.704,2D,1.3,0.3,50,0.1,2.6,4.8,1.6
XANPAD,1.689,0.221,30.46,0.092,1.75,4.43,2.531,1D,1.6,0.2,0,0,1.4,4.4,2.5
XANPEH,1.845,0.240,34.68,0.097,1.8,4.56,2.533,2D,1.8,0.2,0,0,1.8,4.5,2.5
XANXAL,0.958,0.391,810.85,0.346,3.84,6.14,1.599,1D,0.8,0.3,800,0.3,3.8,6,1.5
XANXEP,1.272,0.328,31.93,0.205,3.03,4.28,1.413,1D,1.2,0.3,0,0.2,3,4.2,1.4
XANXIT,1.15,0.395,188.47,0.319,3.7,4.68,1.265,1D,1.1,0.3,150,0.3,3.6,4.6,1.2
XANXOZ,1.039,0.524,566.91,0.444,3.66,4.89,1.336,1D,1,0.5,500,0.4,3.6,4.8,1.3
XANXUG,1.359,0.245,26.82,0.132,1.73,4.37,2.526,1D,1.3,0.2,0,0.1,1.4,4.3,2.5
XANZIW,0.851,0.535,1257.45,0.582,8.96,9.8,1.094,1D,0.8,0.5,1250,0.5,8,8,1
XAPFUS,1.761,0.367,336.78,0.198,2.96,7.13,2.409,1D,1.6,0.3,300,0.1,2.6,7,2
XAPGAZ,1.481,0.604,1295.2,0.434,6.89,8.89,1.290,2D,1.4,0.6,1250,0.4,6,8,1.2
XAPSIS,1.019,0.609,1129.73,0.524,4.16,5.26,1.264,1D,1,0.6,1000,0.5,4,5,1.2
XAPSUE,1.02,0.629,1653.72,0.605,7.26,9.89,1.362,1D,1,0.6,1500,0.6,6,8,1.3
XAPTAL,1.032,0.623,1630.78,0.598,7.3,10.24,1.403,1D,1,0.6,1500,0.5,6,10,1.4
XAQBUO,1.111,0.520,1379.75,0.425,4.63,5.85,1.263,1D,1.1,0.5,1250,0.4,4.5,5.6,1.2
XAQSIT,0.866,0.415,787.51,0.418,4.15,5.38,1.296,1D,0.8,0.4,600,0.4,4,5.3,1.2
XAQWIW,1.428,0.196,6.61,0.104,1.27,4.15,3.268,2D,1.4,0.1,0,0.1,1,4,3
XARCEB,1.317,0.368,573.78,0.236,7.16,7.52,1.050,1D,1.3,0.3,500,0.2,6,7,1
XARNOW,0.91,0.627,1341.44,0.627,6.99,7.68,1.099,1D,0.8,0.6,1250,0.6,6,7,1
XARPAK,1.07,0.496,857.75,0.367,4.51,5.7,1.264,1D,1,0.4,800,0.3,4.5,5.6,1.2
XASBUR,1.019,0.456,56.3,0.386,3.46,4.37,1.263,1D,1,0.4,50,0.3,3.3,4.3,1.2
XASGIH,1.339,0.219,230.38,0.14,3.31,5.78,1.746,1D,1.3,0.2,200,0.1,3.3,5.6,1.6
XASHEE,1.472,0.186,1.55,0.095,3.11,4.15,1.334,1D,1.4,0.1,0,0,3,4,1.3
XASKEI,1.148,0.364,460.15,0.278,4.45,4.94,1.110,1D,1.1,0.3,400,0.2,4,4.8,1.1
XASPIT,1.108,0.540,412.96,0.42,3.87,4.78,1.235,2D,1.1,0.5,400,0.4,3.8,4.6,1.2
XASSUI,1.182,0.346,225.12,0.207,2,5.06,2.530,3D,1.1,0.3,200,0.2,1.8,5,2.5
XASVEV01,1.148,0.218,11.98,0.107,2.37,4.25,1.793,1D,1.1,0.2,0,0.1,2.2,4.2,1.6
XASVEV,1.089,0.241,34.47,0.12,2.51,4.48,1.785,1D,1,0.2,0,0.1,2.2,4.4,1.6
