Refcode,Year,Density (g/cm3),Helium void fraction (-),Surface area (m2/g,Free volume (cm3/g),Pore limiting diameter (A),Large cavity diameter (A),Ratio LCD/PLD,Porosity
TOJBUR,2014,0.7,0.705666,2365.11,0.91,6.98,8.32,1.1919770773639,1D
TOJDAY,2009,1.179,0.163795,10.17,0.099,1.62,4.1,2.53086419753086,1D
TOJDEC,2009,0.874,0.48153,1219.46,0.462,6.57,7.43,1.13089802130898,1D
TOJDIG,2009,0.643,0.666147,2001.77,0.903,4.22,6.62,1.56872037914692,2D
TOJDOM,2009,0.653,0.690003,1956.22,0.921,3.87,6.6,1.70542635658915,3D
TOJGIJ,2009,1.244,0.410355,479.46,0.27,3.81,10.17,2.66929133858268,2D
TOJXUM,2009,1.36,0.247642,228.36,0.141,2.8,5.27,1.88214285714286,1D
TOKCON,2014,0.79,0.534828,987.61,0.574,3.36,5.48,1.63095238095238,2D
TOKDON,2009,1.259,0.573539,657.06,0.381,3.92,5.55,1.41581632653061,1D
TOKPAK02,2009,1.254,0.40437,68.19,0.287,2.32,4.37,1.88362068965517,1D
TOKPAK,1997,1.272,0.382938,1.17,0.249,2.05,4.09,1.99512195121951,2D
TOLGIL,2009,1.243,0.264782,270.36,0.14,4.35,5.64,1.29655172413793,1D
TOLGOR,2009,1.29,0.321473,192.26,0.185,3.1,4.87,1.57096774193548,2D
TOLJOU,2009,0.915,0.529806,0.27,0.502,3.22,4.07,1.2639751552795,2D
TOMJIP,2009,1.659,0.092508,47.92,0.046,1.35,5.41,4.00740740740741,1D
TONJOX,2014,1.757,0.361211,352.38,0.176,1.74,6.95,3.99425287356322,1D
TONLIT,2014,1.551,0.40484,62.72,0.21,3.74,4.86,1.29946524064171,1D
TONSUL,2009,1.374,0.576268,1214.71,0.374,5.57,7.64,1.37163375224417,1D
TONTIA,2009,2.215,0.202821,97.57,0.054,1.85,6.63,3.58378378378378,1D
TONTUN,2014,0.818,0.631102,1229.93,0.661,3.43,7.93,2.31195335276968,3D
TOPKOZ,2009,1.271,0.404767,216.17,0.258,3.01,4.92,1.63455149501661,1D
TORJAN,2014,1.191,0.430547,282.33,0.309,3.24,5.08,1.5679012345679,3D
TORJOB,2014,1.174,0.434553,297.16,0.314,3.23,5.07,1.56965944272446,3D
TORSID,2009,1.667,0.195121,23.26,0.093,1.33,4.36,3.2781954887218,2D
TORVIG,2009,1.47,0.133499,0.08,0.06,1.02,4.06,3.98039215686274,3D
TOSKUJ,2014,1.189,0.444106,652.79,0.337,2.31,6.99,3.02597402597403,1D
TOTBUB,2014,0.705,0.568974,1107.52,0.781,4.08,5.03,1.2328431372549,1D
TOVWAE,2014,1.143,0.383172,647.82,0.283,1.33,8.69,6.53383458646617,3D
TOVWOS,2014,1.343,0.215155,228.11,0.131,2.89,5.77,1.99653979238754,1D
TOXNAX,2014,1.063,0.70273,1095.12,0.445,6.72,6.88,1.02380952380952,1D
TOXYEM,2014,0.885,0.653673,2230.15,0.684,4.7,5.88,1.25106382978723,2D
TOYSEH,2014,1.126,0.350618,444.72,0.239,3.68,5.67,1.54076086956522,1D
TOZHAT,2014,2.226,0.174759,30.62,0.084,2.23,4.46,2,2D
TOZHEX,2014,1.589,0.31669,18.05,0.162,2.91,4.24,1.45704467353952,3D
TUBBEZ,2014,1.319,0.129056,5.04,0.049,1.3,4.23,3.25384615384615,3D
TUBJAD,2014,1.271,0.206178,16.2,0.115,3.5,4.22,1.20571428571429,1D
TUBLIN,2014,1.239,0.338553,161.21,0.205,3.72,4.83,1.29838709677419,1D
TUCCIE,2010,1.912,0.128841,30.51,0.046,1.61,4.55,2.82608695652174,1D
TUCHIJ,2010,1.521,0.174482,109.95,0.083,1.36,5.45,4.00735294117647,3D
TUCJUX,2010,1.981,0.261011,105.53,0.117,3.56,4.89,1.37359550561798,2D
TUCKAE,2010,1.597,0.286139,311.66,0.155,4.57,6.46,1.41356673960613,1D
TUCLOT,2010,0.694,0.632728,1005.76,0.847,3,4.9,1.63333333333333,3D
TUCLUZ,2010,0.784,0.57449,753.14,0.624,3.38,4.63,1.3698224852071,1D
TUCMAG01,2010,0.819,0.519579,394.46,0.567,3.58,4.77,1.33240223463687,2D
TUCMAG,2010,0.821,0.52774,547.03,0.572,3.76,5.01,1.33244680851064,1D
TUCMIO,2010,0.847,0.517986,370.71,0.539,3.6,4.8,1.33333333333333,2D
TUDQOZ,2010,1.575,0.24187,28.67,0.106,3.48,4.4,1.26436781609195,1D
TUFYAV,2010,0.621,0.618695,2345.52,0.884,4.25,6.54,1.53882352941176,1D
TUGDAC,2015,1.525,0.166797,1.97,0.069,1.8,4.16,2.31111111111111,1D
TUGGUY,2010,0.98,0.575615,1349.01,0.543,8.86,9.97,1.12528216704289,2D
TUHGUY,1997,1.002,0.277163,82.66,0.262,3.23,4.43,1.37151702786378,1D
TUHREV,2015,1.402,0.128465,50.73,0.065,2.05,4.74,2.31219512195122,2D
TUJCAE,2015,1.188,0.360607,453.14,0.245,3.91,5.72,1.46291560102302,1D
TUJDEJ,2015,1.401,0.265739,280.2,0.142,4.46,4.77,1.0695067264574,1D
TUKVEB,2010,0.693,0.511322,1312.28,0.632,4.09,5.97,1.45965770171149,1D
TUKVIF,2010,0.913,0.437893,810.73,0.366,0.76,8.64,11.3684210526316,NON-POROUS
TULBIM,2010,1.029,0.543032,1159.79,0.499,8.9,9.69,1.08876404494382,1D
TUMDEM,2015,1.31,0.433718,161.3,0.262,2.64,4.98,1.88636363636364,2D
TUMGIS,2010,1.755,0.198837,113.18,0.085,1.72,5.62,3.26744186046512,1D
TUMJUI,2015,0.984,0.326049,2.68,0.292,1.64,4.14,2.52439024390244,1D
TUMKAP,2015,0.967,0.336498,16.19,0.312,1.8,4.16,2.31111111111111,1D
TUMQUP,2015,1.235,0.403674,12.03,0.246,3.1,4.25,1.37096774193548,1D
TUMVEE,2015,1.37,0.362881,180.08,0.206,4.07,4.8,1.17936117936118,1D
TUNDEN,2015,1.196,0.599554,902.2,0.429,4.48,5.97,1.33258928571429,1D
TUNFAJ,1997,0.558,0.783249,4019.2,1.348,7.13,9.45,1.32538569424965,3D
TUNKEU,2015,1.419,0.405564,132.9,0.231,2.93,4.78,1.63139931740614,1D
TUNMUM,2015,0.832,0.606965,1642.43,0.668,8.59,9.76,1.13620488940629,1D
TUNNIB,2015,1.318,0.218384,15.53,0.129,1.32,4.31,3.26515151515151,1D
TUPDIT01,2015,1.309,0.339456,159.82,0.189,3.16,4.62,1.4620253164557,1D
TUPDIT04,2016,1.308,0.342234,168.85,0.19,3.16,4.61,1.45886075949367,1D
TUPDIT,2015,1.316,0.339985,164.26,0.19,3.18,4.64,1.45911949685535,1D
TUQDIS,1997,1.111,0.567918,1321.28,0.459,4.47,6.05,1.35346756152125,1D
TUQSII,2010,0.646,0.671544,2313.19,0.9,5.71,7.04,1.23292469352014,1D
TURFAP,2015,1.054,0.437606,616.53,0.322,3.96,5.69,1.43686868686869,1D
TURXAH01,2015,1.605,0.077947,0.73,0.035,1.25,4.09,3.272,1D
TURXAH,2015,1.726,0.079989,0.26,0.033,1.26,4.11,3.26190476190476,1D
TUSPON,2010,1.3,0.277306,28.28,0.161,1.54,4.36,2.83116883116883,1D
TUTGOF,2010,1.19,0.376375,155.15,0.236,0.91,5.14,5.64835164835165,NON-POROUS
TUTGUL,2010,1.321,0.254032,26.67,0.133,1.09,4.38,4.01834862385321,1D
TUTGUM,2015,1.329,0.179217,55.35,0.087,1.19,4.78,4.01680672268908,3D
TUTHEW,2010,1.302,0.248453,55.27,0.132,0.81,4.56,5.62962962962963,NON-POROUS
TUTHOG,2010,1.267,0.270883,94.43,0.144,1.43,4.66,3.25874125874126,1D
TUTHUM,2010,1.326,0.255865,26.03,0.137,0.77,4.38,5.68831168831169,NON-POROUS
TUTJAU,2010,1.109,0.47123,660.65,0.353,3.56,6.36,1.78651685393258,1D
TUTZOY,2010,1.894,0.294609,30.58,0.102,2.74,4.48,1.63503649635036,1D
TUVDOD,2003,1.632,0.216804,157.67,0.111,2.86,6.89,2.40909090909091,1D
TUVDUJ,2003,1.654,0.21951,157.01,0.111,2.68,6.78,2.52985074626866,1D
TUVGAS,2003,0.965,0.483605,1005.12,0.478,5.04,7.13,1.41468253968254,1D
TUVGIC,2015,0.73,0.562018,1627.2,0.68,4.32,8.92,2.06481481481481,1D
TUWPOR,2010,1.491,0.185094,157.59,0.097,3.76,4.88,1.29787234042553,1D
TUWWIT,2015,1.329,0.339251,405,0.257,3.62,6.04,1.66850828729282,1D
TUXBUL,2015,0.937,0.415981,194.48,0.408,3.44,4.86,1.41279069767442,1D
TUXRAF,2003,1.188,0.408102,103.45,0.268,3.19,4.51,1.41379310344828,1D
TUXZIW,2010,0.8,0.539724,1867.69,0.611,7.49,9.92,1.32443257676903,1D
TUYJAZ,2010,1.243,0.422636,653.71,0.327,2.59,8.83,3.40926640926641,3D
TUYJED,2010,1.258,0.428853,651.4,0.322,2.96,8.65,2.9222972972973,1D
TUYKII,2010,2.38,0.098382,22.66,0.033,0.81,4.59,5.66666666666667,NON-POROUS
TUYKOO,2010,2.316,0.100533,24.32,0.034,0.81,4.58,5.65432098765432,NON-POROUS
TUYLAB,2010,2.34,0.099801,24.33,0.033,0.81,4.61,5.69135802469136,NON-POROUS
TUYQAH,2015,2.682,0.3566,310.49,0.125,4.2,5.94,1.41428571428571,1D
TUZBAS,2010,0.922,0.557814,1308.09,0.573,9.94,11.36,1.14285714285714,1D
TUZXIW,2011,3.766,0.125608,21.93,0.035,3.31,5.4,1.63141993957704,1D
UBACUX,2011,1.228,0.400368,537.76,0.275,2.96,6.84,2.31081081081081,1D
UBALIU,2011,1.57,0.197995,56.7,0.082,2.16,4.62,2.13888888888889,2D
UBAMAN,2011,2.091,0.110129,6.9,0.037,1.08,4.31,3.99074074074074,3D
UBEVOM,2001,0.426,0.601528,4383.03,1.353,6.05,7.85,1.29752066115702,1D
UBEYOP,2001,0.581,0.722613,4102.36,1.191,6.46,7.79,1.20588235294118,1D
UBIPAY,2012,1.279,0.292547,0.07,0.171,3.4,4.01,1.17941176470588,1D
UBORIM,2001,1.279,0.308542,165.17,0.187,3.7,4.69,1.26756756756757,1D
UBOSEJ,2001,1.527,0.249643,122.61,0.114,3.54,5.16,1.45762711864407,1D
UBOWAM,2016,0.614,0.587316,1496.45,0.854,11.85,12.45,1.05063291139241,1D
UBUTES,2012,1.173,0.292735,29.85,0.184,1.32,4.3,3.25757575757576,3D
UBUTOC,2012,0.954,0.504477,913,0.442,4.98,5.63,1.13052208835341,1D
UBUTUI,2012,0.899,0.510633,996.82,0.47,5.07,5.62,1.10848126232742,1D
UCABAE,2016,1.095,0.447712,476.55,0.295,3.87,5.16,1.33333333333333,1D
UCABOR01,2018,1.378,0.561954,1126.24,0.394,5.76,6.66,1.15625,1D
UCABOR,2012,1.385,0.559312,1123.45,0.386,5.63,6.64,1.17939609236234,1D
UCADOU,2016,1.312,0.232723,136.06,0.138,2.85,5.1,1.78947368421053,1D
UCAKAM,2012,1.237,0.269129,54.25,0.159,1.61,4.55,2.82608695652174,1D
UCEDEM,2006,1.406,0.205238,38.15,0.111,1.33,4.36,3.2781954887218,1D
UCEROL01,2012,1.45,0.177842,92.65,0.099,1.17,4.66,3.98290598290598,3D
UCETIH01,2012,1.478,0.16691,71.36,0.086,1.14,4.56,4,1D
UCETIH02,2012,1.469,0.168214,70.13,0.088,1.13,4.53,4.00884955752212,1D
UCEXAC,2006,1.664,0.243434,129.48,0.118,1.55,5.05,3.25806451612903,2D
UCEXIK,2006,1.691,0.240952,134.59,0.113,1.53,5,3.26797385620915,2D
UCEYOT,2016,0.659,0.643696,1667.22,0.913,3.6,5.26,1.46111111111111,1D
UCIBAK,2006,1.117,0.650638,1454.64,0.572,10.39,10.92,1.05101058710298,1D
UCIBUF,2012,1.108,0.393332,740.01,0.295,4.64,5.94,1.2801724137931,1D
UCICAM,2012,1.099,0.384675,708.41,0.294,4.21,5.87,1.39429928741093,1D
UCIZOY,2016,1.134,0.344154,304.56,0.247,3.54,5.01,1.41525423728814,1D
UCODAS,2006,2.059,0.155306,23.11,0.065,1.55,4.37,2.81935483870968,1D
UCOHOJ,2002,1.247,0.2408,53.47,0.127,1.34,4.39,3.27611940298507,3D
UCOHUP,2002,1.177,0.302302,269.21,0.203,1.83,5.17,2.82513661202186,1D
UCOJED,2012,1.227,0.602986,972.87,0.438,6.74,7.62,1.13056379821958,1D
UCOMUX,2016,0.802,0.53107,750.01,0.633,18.75,19.23,1.0256,1D
UCOPUZ,2012,0.687,0.60631,2230.19,0.885,4.13,5.51,1.33414043583535,3D
UCOQAG,2012,0.643,0.607607,2340.87,0.943,4.08,5.6,1.37254901960784,3D
UCOQEK,2012,0.636,0.607293,2387.7,0.955,4.08,5.59,1.37009803921569,3D
UCOQIO,2012,0.629,0.605245,2409.38,0.976,4.05,5.55,1.37037037037037,3D
UCOTAK,2016,1.317,0.187347,51.15,0.093,1.15,4.62,4.01739130434783,3D
UCOXIT,2002,1.044,0.496441,681.24,0.37,5.92,7.22,1.21959459459459,1D
UCOXOZ,2002,1.056,0.470421,585.17,0.354,5.65,6.45,1.14159292035398,1D
UCUJIO,2017,1.725,0.325596,395.73,0.153,6.63,7.91,1.19306184012066,1D
UCUJUY,2006,1.349,0.225463,18.41,0.144,1.84,4.26,2.31521739130435,2D
UCULIO,2006,1.664,0.073545,6.85,0.024,2.37,4.24,1.78902953586498,1D
UCULOU,2006,1.433,0.192356,15.24,0.103,3.15,4.21,1.33650793650794,1D
UCUPIR,2002,1.311,0.257159,19.81,0.165,2.02,4.32,2.13861386138614,1D
UCUYIA,2002,0.946,0.396342,191.56,0.334,2.61,4.45,1.70498084291188,1D
UDAFOX,2017,0.951,0.513365,605.03,0.398,4.24,5.73,1.35141509433962,2D
UDAVAY,2012,1.301,0.153811,45.3,0.096,1.78,4.51,2.53370786516854,1D
UDAVIG,2012,1.277,0.157628,32.64,0.093,1.66,4.68,2.81927710843373,1D
UDAVUR,2007,3.718,0.164995,24.73,0.043,3.51,4.82,1.37321937321937,1D
UDEGIW,2017,1.26,0.442329,179.11,0.239,2.08,4.8,2.30769230769231,2D
UDEPIE,2013,1.776,0.459227,453.69,0.213,2.51,6.05,2.41035856573705,3D
UDERAX,2007,1.334,0.187753,18.05,0.108,2.44,4.37,1.79098360655738,1D
UDERIF,2007,1.046,0.477004,436.11,0.381,4.37,4.94,1.1304347826087,1D
UDETIH,2007,1.425,0.17414,6.73,0.084,3.46,4.17,1.20520231213873,1D
UDETON,2007,1.082,0.404744,464.86,0.311,3.65,5,1.36986301369863,1D
UDEWAE,2018,1.356,0.244117,70.52,0.141,1.59,4.5,2.83018867924528,3D
UDEWEI,2018,1.508,0.243461,64.82,0.126,1.58,4.47,2.82911392405063,1D
UDIBAM,2013,0.823,0.613521,2359.81,0.665,5.66,7.88,1.39222614840989,1D
UDIRAB,2007,1.324,0.285073,171.94,0.16,3.09,4.68,1.51456310679612,1D
UDIREF,2007,0.902,0.568956,1446.78,0.532,5.1,6.62,1.29803921568627,1D
UDIRIJ,2007,0.679,0.717917,2393.63,0.931,7.78,10.1,1.29820051413882,1D
UDIRUV,2007,1.395,0.282179,106.05,0.142,1.29,5.15,3.9922480620155,2D
UDITIM,2013,1.251,0.363893,247.74,0.226,3.62,4.7,1.29834254143646,1D
UDOKEE,2007,1.928,0.356568,403.37,0.212,3.78,7.82,2.06878306878307,1D
UDOVUG,2013,1.165,0.559831,878.81,0.409,6.09,6.69,1.09852216748768,1D
UDUGEH,2013,1.717,0.18987,15.77,0.092,1.82,4.19,2.3021978021978,2D
UDUHAE,2013,1.698,0.180093,5.99,0.09,1.62,4.1,2.53086419753086,2D
UDUJIO,2013,1.786,0.203121,0.07,0.09,1.87,4,2.13903743315508,2D
UDUJOU,2013,1.799,0.209229,26.13,0.095,1.72,4.35,2.52906976744186,2D
UDUJUA,2013,1.745,0.192791,16.46,0.095,1.48,4.2,2.83783783783784,2D
UDUKAH,2013,1.785,0.194466,16.99,0.097,1.51,4.26,2.82119205298013,2D
UDUKEL,2013,1.691,0.20232,22.34,0.104,2,4.29,2.145,2D
UDUKIP,2013,1.782,0.202872,19.45,0.094,1.87,4.33,2.31550802139037,2D
UDUKOV,2013,1.727,0.193774,7.1,0.094,1.91,4.09,2.1413612565445,2D
UDUKUB,2013,1.79,0.181599,5.29,0.085,1.79,4.12,2.30167597765363,2D
UDULAI,2013,1.653,0.192654,25.53,0.1,2.02,4.31,2.13366336633663,2D
UDULEM,2013,1.707,0.186866,15.44,0.096,1.79,4.14,2.31284916201117,2D
UDULIQ,2013,1.66,0.198878,20.13,0.102,1.98,4.23,2.13636363636364,2D
UDULOW,2013,1.742,0.198877,19.66,0.097,1.51,4.28,2.83443708609272,2D
UDULUC,2013,1.782,0.187462,12.9,0.09,1.66,4.19,2.52409638554217,2D
UDUNAI,2002,1.573,0.222366,51.09,0.122,3.95,4.3,1.08860759493671,1D
UDUVIB,2018,1.286,0.339829,142.39,0.293,3.1,4.69,1.51290322580645,1D
UDUYAU,2007,1.331,0.215603,28.02,0.131,1.73,4.37,2.52601156069364,1D
UFAFAJ,2007,1.308,0.129831,10.97,0.073,1.05,4.21,4.00952380952381,3D
UFANIZ,2007,1.413,0.17429,6.05,0.085,3.41,4.21,1.23460410557185,1D
UFAQEA,2018,1.165,0.360481,674.41,0.262,6.66,7.06,1.06006006006006,1D
UFAQIE,2018,1.199,0.450127,810.17,0.331,8.2,8.62,1.05121951219512,1D
UFAQOK,2018,1.071,0.452215,928.79,0.371,8.19,8.64,1.05494505494505,1D
UFASIE,2008,0.863,0.597381,1013.67,0.639,3.48,5.8,1.66666666666667,3D
UFASOK,2008,1.139,0.347293,505.52,0.259,4.96,5.61,1.13104838709677,1D
UFATEA01,2013,1.22,0.44971,296.73,0.284,3.97,5.29,1.33249370277078,1D
UFAVAZ,2008,1.549,0.131019,3.04,0.067,3.5,4.23,1.20857142857143,1D
UFAVED,2008,1.429,0.192997,1.95,0.109,3.28,4.15,1.26524390243902,1D
UFAYEF01,2007,0.538,0.732028,4057.8,1.301,5.71,6.73,1.17863397548161,1D
UFAYEF02,2014,0.537,0.742748,4182.07,1.319,4.34,6.94,1.59907834101382,1D
UFAYEF,2002,0.537,0.733333,4006.84,1.315,4.41,7.2,1.63265306122449,1D
UFEMEY,2008,1.148,0.184888,30.95,0.116,1.34,4.38,3.26865671641791,2D
UFESUW01,2018,1.388,0.412008,48.38,0.254,3.23,4.31,1.3343653250774,1D
UFESUW02,2018,1.446,0.407603,14.16,0.236,3.14,4.19,1.3343949044586,1D
UFESUW,2018,1.466,0.404107,8.81,0.23,3.05,4.19,1.37377049180328,1D
UFEWAE,2008,1.039,0.439865,514.36,0.319,1.43,5.71,3.99300699300699,1D
UFIBET,2018,0.949,0.573797,1412.7,0.536,5.17,6.71,1.29787234042553,1D
UFIRIM,2013,0.961,0.678536,1683.72,0.594,5.53,8.68,1.56962025316456,1D
UFITOT,2008,1.152,0.399596,192.59,0.416,2.86,4.68,1.63636363636364,2D
UFIWIR,2013,1.419,0.41151,659.9,0.334,4.36,5.26,1.20642201834862,2D
UFIWOX,2013,1.458,0.412609,638.81,0.327,4.38,5.28,1.20547945205479,2D
UFOBAV,2018,1.657,0.242215,25.66,0.141,3.37,4.62,1.37091988130564,3D
UFOBEZ01,2018,1.709,0.22056,10.43,0.127,3.15,4.31,1.36825396825397,3D
UFOBEZ,2018,1.718,0.212896,7.3,0.122,3.11,4.26,1.36977491961415,3D
UFOGEE,2018,1.079,0.471218,200.69,0.331,3.88,4.48,1.15463917525773,1D
UFOLOT,2018,1.509,0.155321,2.6,0.085,2.56,4.17,1.62890625,1D
UFOLUZ,2018,1.474,0.139471,9.33,0.077,3.64,4.29,1.17857142857143,1D
UFOPEK,2002,1.213,0.416175,710.11,0.288,6.02,6.95,1.15448504983389,1D
UFOPIO,2002,1.401,0.14834,6.69,0.078,1.26,4.12,3.26984126984127,1D
UFOPOX,2018,1.197,0.256302,100.47,0.164,2.96,4.84,1.63513513513514,1D
UFOQEO,2018,0.791,0.63877,1800.83,0.69,8.55,8.87,1.0374269005848,1D
UFOQIS,2018,0.8,0.653793,1813.35,0.68,8.35,8.62,1.03233532934132,1D
UFUROF,2018,1.057,0.305563,293.91,0.212,4.26,4.56,1.07042253521127,1D
UGACAJ,2018,1.296,0.260622,60.76,0.125,2.55,4.82,1.89019607843137,1D
UGADIQ,2008,1.212,0.370225,343.38,0.24,2.87,5.94,2.06968641114983,1D
UGAHUG,2008,1.809,0.221158,62.66,0.09,1.53,5,3.26797385620915,2D
UGALET,2002,1.45,0.07697,14.48,0.037,0.82,4.65,5.67073170731707,NON-POROUS
UGALOD,2002,1.45,0.088068,18.84,0.042,1.15,4.6,4,3D
UGANUM,2008,1.324,0.214494,86.97,0.117,2.27,4.54,2,1D
UGAPEY,2008,1.149,0.186691,38.15,0.118,1.36,4.44,3.26470588235294,2D
UGAPIC,2008,1.122,0.195681,59.9,0.125,1.39,4.54,3.26618705035971,3D
UGAQEY,2002,1.376,0.338139,122.46,0.196,3.4,4.67,1.37352941176471,1D
UGAZOT,2015,1.25,0.270261,36.63,0.162,3.22,4.3,1.33540372670807,1D
UGEBEN,2002,1.104,0.400016,288.43,0.297,3.7,4.8,1.2972972972973,2D
UGEMIE,2015,1.02,0.35214,447.45,0.264,1.99,6.02,3.0251256281407,2D
UGENAV,2002,1.17,0.348269,616.97,0.251,5.31,6.14,1.15630885122411,1D
UGENOJ,2002,1.266,0.289593,380.51,0.182,3.81,6.49,1.70341207349081,1D
UGIDUL,2015,0.959,0.553456,1098.08,0.51,4.71,5.95,1.26326963906582,1D
UGOFED,2015,1.264,0.417821,240.91,0.247,3.64,4.61,1.26648351648352,1D
UGOPIR,2015,1.308,0.17448,4.01,0.082,2.08,4.17,2.00480769230769,1D
UGOQIQ,2003,1.686,0.068814,1.31,0.034,1.02,4.09,4.00980392156863,2D
UGORAJ,2003,1.155,0.439744,589.89,0.312,3.71,5.25,1.41509433962264,1D
UGORAL,2015,1.159,0.349704,359.9,0.229,3.82,4.96,1.29842931937173,1D
UGUFAD,2003,1.189,0.199179,155.94,0.155,2.22,5.14,2.31531531531531,1D
UGUGUZ,2010,2.064,0.176759,7.95,0.068,1.83,4.23,2.31147540983607,1D
UGUHEK,2010,2.023,0.169933,8.42,0.071,1.84,4.25,2.30978260869565,1D
UGUJUC,2010,0.836,0.609258,1164.78,0.685,4.53,5.66,1.24944812362031,1D
UGUWUO,2003,1.313,0.353715,60.27,0.313,2.9,4.55,1.56896551724138,1D
UGUXID,2003,1.507,0.347605,14.54,0.219,3.19,4.25,1.33228840125392,1D
UHADUE,2015,1.122,0.278418,60.25,0.161,2.66,5.02,1.88721804511278,1D
UHAFEQ,2015,1.132,0.279784,53.73,0.163,2.79,5,1.7921146953405,1D
UHAFOA,2015,1.127,0.277824,55.77,0.164,2.49,4.98,2,1D
UHAFUE,2003,1.184,0.311389,32.74,0.206,3.09,4.37,1.41423948220065,3D
UHAVOP,2010,1.67,0.244848,0.1,0.121,1.91,4.08,2.13612565445026,2D
UHAXOS,2015,3.332,0.201008,91.66,0.065,1.02,5.75,5.63725490196078,1D
UHAXUW,2003,1.517,0.260478,126.01,0.143,2.95,4.82,1.63389830508475,1D
UHELAU,2003,1.417,0.316562,214.63,0.193,3.34,5.69,1.70359281437126,1D
UHEXUB,2010,1.253,0.385264,231.15,0.234,4.18,4.73,1.13157894736842,1D
UHISEK,2010,1.892,0.236263,11.96,0.1,2.76,4.51,1.63405797101449,1D
UHIXEP,2010,1.001,0.407024,277.37,0.307,2.74,4.68,1.70802919708029,1D
UHIXIT,2010,1.032,0.376271,231.47,0.27,2.71,4.63,1.70848708487085,1D
UHIXOZ,2010,0.911,0.491952,352.22,0.415,3.51,4.81,1.37037037037037,1D
UHIYAM,2010,1.026,0.384615,238.72,0.273,2.75,4.69,1.70545454545455,1D
UHIYER,2015,0.739,0.694811,3684.1,0.975,5.51,7.15,1.29764065335753,2D
UHIYIU,2010,1.157,0.360979,19.48,0.233,2.67,4.19,1.56928838951311,1D
UHOCEA01,2010,1.242,0.258748,8.02,0.168,1.51,4.28,2.83443708609272,3D
UHOCOK,2010,1.188,0.270448,17.31,0.191,1.56,4.41,2.82692307692308,3D
UHOCUQ01,2010,1.221,0.271656,15.76,0.178,1.55,4.38,2.8258064516129,3D
UHOCUQ,2010,1.188,0.292579,56.3,0.203,1.55,4.39,2.83225806451613,3D
UHODEB,2010,1.245,0.294578,91.77,0.2,1.76,4.45,2.52840909090909,1D
UHODUS,2015,1.558,0.056827,0.48,0.017,1.28,4.17,3.2578125,2D
UHOHAC,2015,1.111,0.27923,0.74,0.181,1.93,4.13,2.13989637305699,2D
UHOMEL,2015,1.34,0.230134,251.06,0.119,4.79,5.65,1.17954070981211,1D
UHOSIV,2015,1.37,0.442072,646.49,0.279,4.46,6.11,1.36995515695067,1D
UHOVAO,2003,0.777,0.492037,1239.59,0.551,11.39,11.64,1.02194907813872,1D
UHOVES,2003,0.9,0.412465,748.94,0.401,6.69,7.22,1.07922272047833,1D
UHUHEL,2010,1.12,0.270936,6.93,0.161,2.56,4.18,1.6328125,1D
UHUHOV,2010,1.268,0.199225,0.11,0.103,2.46,4.01,1.63008130081301,1D
UHUROF,2010,1.304,0.170096,13.95,0.084,1.1,4.4,4,3D
UHUVOI,2003,1.372,0.299858,98.35,0.142,1.19,4.78,4.01680672268908,1D
UHUVUO,2003,1.454,0.180248,9.69,0.084,1.46,4.13,2.82876712328767,2D
UHUWAV,2003,1.622,0.179927,50,0.09,2.15,4.59,2.13488372093023,1D
UHUWEZ,2003,1.437,0.163565,4.1,0.078,1.04,4.18,4.01923076923077,3D
UJABAK,2015,2.782,0.160576,10.1,0.052,3.52,4.45,1.26420454545455,1D
UJAQUS,2011,1.408,0.167157,12.6,0.087,1.09,4.37,4.00917431192661,2D
UJATAB,2011,1.686,0.212665,57.66,0.094,1.61,4.55,2.82608695652174,1D
UJATUV,2011,1.764,0.145158,1.13,0.061,1.6,4.05,2.53125,1D
UJAVAD,2011,1.793,0.145899,1.36,0.06,1.6,4.06,2.5375,2D
UJAZAG,2003,0.79,0.594508,1631.84,0.725,9.88,10.52,1.06477732793522,1D
UJEDIX,2011,1.535,0.299278,31.32,0.166,2.95,4.46,1.51186440677966,3D
UJEMUS,2011,1.118,0.293759,96.77,0.198,2.13,4.56,2.14084507042254,1D
UJETUA01,2016,2.091,0.10929,23.28,0.054,2.23,4.78,2.14349775784753,1D
UJETUA02,2016,2.055,0.109709,23.71,0.057,2.28,4.86,2.13157894736842,1D
UJETUA,2016,2.115,0.106796,21.34,0.053,2.21,4.72,2.13574660633484,1D
UJEVIQ,2016,1.405,0.125763,22.67,0.042,1.45,4.75,3.27586206896552,2D
UJEVOW,2016,1.553,0.154469,58.91,0.072,1.68,4.75,2.82738095238095,1D
UJEXAJ,2011,1.121,0.358743,112.52,0.248,2.23,4.76,2.13452914798206,1D
UJIGEZ,2003,1.175,0.426849,275.54,0.294,3.64,4.99,1.37087912087912,1D
UJOQIT,2003,1.451,0.583302,1130.75,0.387,8.11,8.63,1.06411837237978,1D
UJOYUO,2011,1.476,0.111637,11.5,0.048,1.85,4.27,2.30810810810811,1D
UJUBEG,2003,2.158,0.343776,217.19,0.161,3.18,5.43,1.70754716981132,1D
UJUJOZ,2011,1.394,0.244904,25.92,0.133,2.35,4.43,1.88510638297872,1D
UJUJUE,2003,1.461,0.161285,33.7,0.076,1.59,4.49,2.82389937106918,1D
UJUPOG,2016,0.924,0.563125,1269.56,0.621,4.18,6.21,1.48564593301435,1D
