Refcode,Density (g/cm3),"Void fraction, F(He,T) (-)","Surface area, S(AC,T) (m2/g)","Pore volume, V(PO,T) (cm3/g)",Pore limiting diameter (A),Largest cavity diameter (A),Ratio LCD/PLD (-)
OPAPIF,1.666,0.205328,31.24,0.093,2.94,4.6,1.56462585
OPAPOL,1.686,0.206863,29.56,0.093,2.91,4.57,1.570446735
OPAPUR,1.702,0.196349,26.89,0.083,2.81,4.58,1.629893238
OPARAA,1.647,0.206589,31.7,0.099,3.31,4.54,1.371601208
OPEVOV,0.709,0.608907,869.48,0.769,3.62,4.82,1.331491713
OPOCUS,2.053,0.123534,1.62,0.035,1.03,4.12,4
OPOYUO,1.181,0.307175,49.95,0.186,2.22,4.44,2
OPUFEL,2.05,0.148027,0.95,0.056,2.19,4.13,1.885844749
OQANIE,1.084,0.521815,587.7,0.386,3.51,7.51,2.13960114
OQIKUV,0.943,0.557951,1084,0.528,4.03,4.86,1.205955335
OQILAC,1.189,0.319493,111.52,0.185,2.44,4.87,1.995901639
OQILIK,1.221,0.332038,83.08,0.172,2.4,4.79,1.995833333
OQILOQ,0.93,0.597786,404.57,0.58,3.76,5.16,1.372340426
OQILUW,1.102,0.388707,56.67,0.261,2.28,4.29,1.881578947
OQIMAD,0.868,0.601795,1296.09,0.629,3.98,5.72,1.43718593
OQIQUB01,1.071,0.337841,476.93,0.237,4.22,6.07,1.438388626
OQIQUB,1.05,0.348652,541.83,0.246,4.58,6.19,1.351528384
OQOJUB,1.039,0.254975,305.15,0.176,3.83,4.85,1.266318538
ORABOA,1.497,0.256118,40.18,0.117,2.15,4.31,2.004651163
ORAHOG,1.353,0.121276,0.53,0.053,1.25,4.09,3.272
ORANAY,1.504,0.219298,163.09,0.117,2.73,6.58,2.41025641
OREZUH,1.287,0.195668,0.08,0.111,1.02,4.1,4.019607843
ORIBAT,1.32,0.18529,12.35,0.092,1.06,4.24,4
ORIBOH,1.255,0.192721,48.86,0.106,1.16,4.62,3.982758621
ORIMAE,3.502,0.16914,1.27,0.046,2.67,4.19,1.56928839
ORIVOC,1.229,0.697192,1133.15,0.488,10.7,11.49,1.073831776
ORIVUI,1.198,0.710343,1164.42,0.509,10.88,11.66,1.071691176
ORIWAP,1.172,0.700351,1183.28,0.514,10.98,11.74,1.069216758
ORIWET,1.091,0.68036,1269.1,0.554,10.92,11.86,1.086080586
ORIZEW,1.77,0.150665,2.38,0.067,1.99,4.26,2.140703518
OROBII,1.501,0.206786,19.58,0.091,2.92,4.26,1.45890411
OROFEI,0.975,0.486398,1292.55,0.438,5.03,5.58,1.109343936
OROJIP,1.835,0.178447,48.8,0.064,1.39,4.54,3.26618705
ORULEU,1.482,0.305713,74.31,0.162,3.4,4.66,1.370588235
ORUPEY,1.359,0.237412,64.04,0.137,3.44,4.36,1.26744186
OSANIG,0.782,0.542156,1683.03,0.72,4.09,6.97,1.704156479
OSANOM,0.781,0.52689,1584.91,0.706,3.97,6.77,1.705289673
OSAROQ,1.096,0.36645,100.14,0.292,2.79,4.55,1.630824373
OSAWIP,1.297,0.243053,246.96,0.141,1.47,5.87,3.993197279
OSAWUB,1.457,0.223318,221.94,0.114,4.39,5.42,1.234624146
OSAXAI,1.305,0.252169,10.81,0.144,3.23,4.19,1.297213622
OSEYAN,1.46,0.12152,28.45,0.055,1.14,4.57,4.00877193
OSIKIL,1.215,0.609145,1006.71,0.441,7.17,7.8,1.087866109
OSILOS,1.516,0.241296,108.73,0.13,4.33,4.55,1.050808314
OSIWOD01,1.982,0.169253,21.67,0.072,3.48,4.29,1.232758621
OSIXEU,1.971,0.162069,24.44,0.07,3.53,4.26,1.206798867
OSIXIY,1.991,0.161259,17.63,0.07,3.41,4.31,1.263929619
OSOJAJ,1.594,0.180778,5.88,0.088,3.35,4.24,1.265671642
OSOLIT,2.022,0.203608,0.04,0.09,1.77,4.08,2.305084746
OSOLUF,1.578,0.285946,272.39,0.156,3.5,5.49,1.568571429
OSOMOA,1.253,0.563457,797.7,0.426,10.89,11.97,1.099173554
OSOSIA,0.7,0.597116,2101.29,0.804,8.4,10.55,1.255952381
OSOSUM,0.697,0.603616,2095.92,0.812,8.5,10.62,1.249411765
OSUKUK,1.686,0.280769,76.14,0.148,2.12,4.54,2.141509434
OTALOM,1.411,0.226701,214.89,0.125,1.44,6.66,4.625
OTAREH,1.416,0.127911,56.45,0.058,1.55,5.06,3.264516129
OTASIM,0.864,0.484585,209.2,0.454,3.32,4.85,1.460843373
OTASOS,0.837,0.487609,385.77,0.455,3.01,5.14,1.707641196
OTATOT,1.18,0.431666,694.84,0.29,4.37,5.27,1.205949657
OTAVAH,1.172,0.437832,714.05,0.298,4.34,5.23,1.205069124
OTAVEL,0.999,0.505849,517.72,0.455,3.63,5.3,1.460055096
OTAVIP,1.401,0.214702,155.61,0.119,3.76,5.16,1.372340426
OTAVOV,1.112,0.439662,796.67,0.318,4.32,5.34,1.236111111
OTAVUB,1.161,0.43036,710.63,0.292,4.37,5.28,1.208237986
OTAXEN,0.906,0.557018,1535.44,0.569,7.99,8.73,1.09261577
OTAXOX,1.37,0.272153,224.02,0.185,2.73,5.47,2.003663004
OTEGOL01,1.333,0.678635,936.76,0.37,7,7.23,1.032857143
OTEGOL,1.323,0.683268,952.12,0.374,7.09,7.26,1.023977433
OTIPEO,1.374,0.371364,177.36,0.213,2.08,5.26,2.528846154
OTIPUE,1.423,0.272907,75.98,0.148,3.58,4.42,1.234636872
OTIQAL,1.109,0.461842,687.22,0.317,4.89,5.77,1.1799591
OTOFIO,1.071,0.510348,858.6,0.379,4.4,7.68,1.745454545
OTOLOA,0.958,0.502978,188.73,0.491,3.13,4.58,1.463258786
OTUBUB,0.747,0.61408,1668.56,0.739,4.11,8.08,1.96593674
OVAQOS,1.312,0.140612,5.25,0.071,1.3,4.24,3.261538462
OVEDEA,0.771,0.756957,2378.71,0.868,7.52,11.57,1.53856383
OVEHUT,1.241,0.568753,736.69,0.398,4.18,5.82,1.392344498
OVEJAB,0.984,0.581935,857.26,0.535,3.6,5.65,1.569444444
OVEKIK,1.167,0.262946,51.94,0.151,3.53,4.26,1.206798867
OVEXUJ,1.51,0.133071,17.51,0.059,1.25,5.01,4.008
OVIBOL,1.38,0.190333,4.68,0.079,1.82,4.2,2.307692308
OVIBUR,1.336,0.253782,186.55,0.155,1.97,4.97,2.52284264
OVICAY,1.368,0.165734,99.73,0.092,1.76,4.97,2.823863636
OVICUS,1.528,0.335954,313.25,0.155,4.95,5.66,1.143434343
OVIHOR01,1.509,0.263928,144.65,0.13,4.84,5.17,1.068181818
OVIHOR02,1.504,0.263993,138.79,0.131,4.83,5.16,1.068322981
OVIJAF,1.814,0.166323,18.8,0.071,1.35,4.4,3.259259259
OVIZEZ,1.572,0.212647,189.86,0.126,3.76,5.16,1.372340426
OVOCAE,1.049,0.670623,1936.18,0.623,6.54,8.66,1.324159021
OVOCEI,1.024,0.700949,1997.91,0.665,6.68,9.1,1.362275449
OVUCOY,2.636,0.223726,53.24,0.08,3.52,4.98,1.414772727
OWABAQ,1.118,0.288399,3.75,0.199,2.72,4.11,1.511029412
OWABIY,1.033,0.337041,102.13,0.255,1.67,4.73,2.832335329
OWAFEZ,1.692,0.163838,19.04,0.06,1.1,4.39,3.990909091
OWAVIS,0.886,0.656219,1802.43,0.691,5.08,8.86,1.744094488
OWAVOY,1.009,0.622119,1143.56,0.528,4.06,7.87,1.938423645
OWAWUF,1.475,0.133383,47.06,0.063,1.18,4.71,3.991525424
OWAXAM,1.266,0.189132,97.73,0.105,3.02,5.15,1.705298013
OWAXOA,1.223,0.194543,105.27,0.119,3.2,5.23,1.634375
OWAZES,1.292,0.11751,1.16,0.059,1.62,4.11,2.537037037
OWAZUI,0.764,0.554426,1522.86,0.615,5.16,7.18,1.391472868
OWEBAU,1.77,0.478499,1013.82,0.296,5.64,6.51,1.154255319
OWEBIC,0.621,0.732858,3030.56,1.03,5.55,7.2,1.297297297
OWEVET,1.326,0.13956,7.4,0.072,1.28,4.18,3.265625
OWEXUK,1.213,0.347398,106.33,0.197,2.95,4.63,1.569491525
OWEYIZ,1.428,0.326498,337.64,0.168,4.34,5.23,1.205069124
OWEYUL,1.281,0.219886,35.33,0.121,1.12,4.49,4.008928571
OWIWIC01,1.508,0.31036,37.13,0.181,2.83,4.43,1.565371025
OWIWIC02,1.53,0.302132,20.92,0.178,2.73,4.46,1.633699634
OWIWIC,1.475,0.336263,73.33,0.219,2.72,4.44,1.632352941
OWOPUN,1.281,0.192008,17.02,0.108,2.86,4.32,1.51048951
OWOTAX,1.162,0.394173,355.51,0.265,4.54,5.47,1.204845815
OWUMAV,1.079,0.379078,461.48,0.392,3.4,4.81,1.414705882
OWUMEZ,1.082,0.384651,490.02,0.389,3.44,4.87,1.415697674
OWUMOJ,1.279,0.29196,36.84,0.248,2.13,4.26,2
OWUMUP,1.205,0.279604,54.9,0.26,2.15,4.3,2
OWUPOM,1.657,0.377848,814.63,0.226,5.31,6.72,1.265536723
OWUVOS,0.747,0.581376,2097.03,0.734,7.32,8.36,1.142076503
OXAPIN01,0.663,0.70113,2199.69,0.901,6.7,7.16,1.068656716
OXAPIN,0.653,0.706184,2275.79,0.929,6.67,7.26,1.088455772
OXAPUZ,0.768,0.642349,1746.54,0.707,6.44,7.08,1.099378882
OXAQOU,1.306,0.196516,30.34,0.103,1.46,4.77,3.267123288
OXELAG,1.708,0.202011,23.25,0.089,3.29,4.38,1.331306991
OXELIO,1.685,0.261999,48.62,0.125,1.84,4.66,2.532608696
OXESUH,1.082,0.399417,778.84,0.39,5.15,6.22,1.20776699
OXEVOE,1.32,0.365455,263.92,0.201,3.88,5.66,1.458762887
OXIQET,1.149,0.297926,12.8,0.161,2.4,4.3,1.791666667
OXIQUJ,1.15,0.274042,211.02,0.136,2.47,5.7,2.307692308
OXOKES,1.346,0.259681,93.86,0.135,2.34,4.68,2
OXUPUT,2.285,0.214976,213.76,0.097,5.4,6.37,1.17962963
OXUWIP,1.359,0.183068,9.42,0.073,0.78,4.42,5.666666667
OYAPUB,1.478,0.333787,452.54,0.184,5.39,5.98,1.109461967
OYEBIE,1.304,0.265175,0.05,0.144,2.47,4.04,1.63562753
OYEPAK,1.587,0.196058,11.59,0.087,1.31,4.27,3.259541985
OYIHEL,1.226,0.415005,360,0.281,3.63,5.49,1.512396694
OYIPIX,1.674,0.062171,4.15,0.025,1.09,4.36,4
OYIVEY,1.071,0.547879,721.83,0.427,3.41,7.03,2.061583578
OYODEM,1.022,0.381758,732.6,0.314,4.63,8.49,1.833693305
OYOSUR,0.683,0.648913,2333.4,0.89,4.73,6.58,1.391120507
OYOTAY,0.804,0.58995,1801.32,0.684,4.45,5.78,1.298876404
OYUCER,1.264,0.321122,517.43,0.22,5.96,6.81,1.14261745
OYUCOB,1.111,0.391533,292.33,0.266,2.43,4.86,2
OZASIT,1.143,0.414505,710.57,0.295,4.15,6.38,1.537349398
OZATEQ,1.102,0.402125,126.12,0.305,3.61,4.35,1.20498615
OZAVUH,1.626,0.27223,49.42,0.137,3.4,4.53,1.332352941
OZEPAM,1.384,0.143866,21.42,0.068,1.16,4.63,3.99137931
OZEQOA,1.345,0.147409,23.42,0.068,2.13,4.56,2.14084507
OZERIV,0.811,0.472708,342.95,0.668,3.36,4.61,1.37202381
OZOWIL,1.238,0.222433,257.66,0.148,4.17,4.82,1.1558753
OZUKOL,1.075,0.700237,1296.42,0.576,10.97,11.8,1.075660893
OZUKUR01,1.056,0.696979,1326.71,0.588,11.02,11.8,1.070780399
OZUKUR,1.073,0.69988,1296.43,0.579,10.92,11.78,1.078754579
OZULAY,1.072,0.693507,1298.53,0.573,10.82,11.7,1.081330869
OZULUS,1.321,0.66446,1004.17,0.432,10.46,11.24,1.07456979
OZUMAZ01,1.321,0.664094,999.33,0.431,10.54,11.3,1.072106262
OZUMAZ,1.322,0.662262,997.29,0.43,10.5,11.23,1.06952381
OZUMIH,1.322,0.672304,1004.08,0.433,10.5,11.23,1.06952381
PABTAQ,1.333,0.121398,0.5,0.054,1.24,4.06,3.274193548
PACGOS,1.284,0.47729,558.66,0.325,3.42,6.12,1.789473684
PACMUC,1.278,0.186732,12.37,0.101,2.19,4.14,1.890410959
PACTAP,1.592,0.207937,25.77,0.108,3.03,4.29,1.415841584
PACVOF,1.315,0.279349,48.33,0.153,1.87,4.32,2.310160428
PACWIA,1.378,0.303896,131.53,0.154,2.21,4.73,2.140271493
PACXIB,1.322,0.275016,20.94,0.149,1.84,4.25,2.309782609
PACZIF,1.13,0.469389,395.21,0.34,3.59,5.63,1.568245125
PACZUQ,1.544,0.27708,181.08,0.133,3.83,6.54,1.707571802
PADBAZ,1.507,0.329511,230.81,0.194,3.84,6.88,1.791666667
PADBIH,1.424,0.132014,5.18,0.062,1.49,4.21,2.825503356
PADFAD,1.176,0.320432,297.97,0.248,2.57,5.5,2.140077821
PADHOT,1.377,0.286499,87.1,0.157,1.12,4.5,4.017857143
PADJIP,1.505,0.223372,0.95,0.1,1.47,4.15,2.823129252
PADJOV,1.489,0.224381,1.19,0.1,1.46,4.14,2.835616438
PADJUB,1.447,0.226349,0.99,0.103,1.62,4.09,2.524691358
PADKIP01,1.33,0.260327,34.84,0.234,2.21,4.43,2.004524887
PADKIP02,1.328,0.262159,38.16,0.237,2.21,4.43,2.004524887
PADKIP03,1.34,0.253796,18.36,0.233,2.15,4.29,1.995348837
PADKIP10,1.33,0.257989,36.15,0.236,2.2,4.4,2
PADKIP11,1.335,0.256106,27.36,0.229,2.18,4.36,2
PADKIP12,1.336,0.254832,25.8,0.229,2.17,4.34,2
PADKIP13,1.338,0.253936,25.26,0.23,2.18,4.36,2
PADKIP14,1.34,0.252893,22.09,0.23,2.16,4.32,2
PADKIP15,1.341,0.252296,21.08,0.229,2.15,4.3,2
PADKIP16,1.342,0.251644,19.37,0.228,2.14,4.28,2
PADKIP17,1.343,0.250601,18.01,0.225,2.14,4.28,2
PADKIP18,1.344,0.250164,15.95,0.228,2.13,4.26,2
PADKIP19,1.345,0.249381,14.15,0.225,2.13,4.25,1.995305164
PADKIP20,1.346,0.248948,12.23,0.225,2.12,4.23,1.995283019
PADKIP21,1.348,0.248241,10.62,0.224,2.12,4.23,1.995283019
PADKIP22,1.349,0.246139,8.32,0.221,2.11,4.22,2
PADKIP23,1.351,0.245364,7.2,0.224,2.11,4.22,2
PADKIP24,1.352,0.244896,5.82,0.221,2.11,4.22,2
PADKIP25,1.353,0.244213,5.12,0.219,2.1,4.2,2
PADKOV,1.424,0.228117,55.97,0.112,1.4,4.59,3.278571429
PADKUB,1.424,0.207224,22.61,0.099,1.32,4.32,3.272727273
PADNIS,1.281,0.450851,166.7,0.279,3.43,4.84,1.411078717
PADNUE,1.224,0.47909,463.18,0.318,3.8,4.93,1.297368421
PADPAM,1.206,0.485646,544.33,0.325,4.16,5.71,1.372596154
PADPEQ,1.26,0.462781,234.5,0.295,3.54,4.59,1.296610169
PAFNES,1.453,0.276443,1.14,0.136,3.22,4.07,1.263975155
PAFNOC01,1.201,0.361866,550.28,0.224,4.89,6.35,1.298568507
PAFNOC,1.182,0.367933,576.71,0.229,4.99,6.39,1.280561122
PAGZII,1.246,0.262198,105.84,0.166,3.02,4.56,1.509933775
PAHVIE,1.246,0.440536,179.07,0.37,2.97,4.49,1.511784512
PAJFUE,1.475,0.148551,1.42,0.072,1.23,4.03,3.276422764
PAJKER,1.173,0.27899,96.3,0.187,2.61,4.67,1.789272031
PAJTAW,1.209,0.345658,45.57,0.256,3.62,4.37,1.20718232
PAKKIX,0.714,0.627376,2470.67,0.781,5.54,6.75,1.218411552
PAKXIK,1.426,0.262441,90.74,0.143,2.93,4.78,1.631399317
PALKUJ,0.932,0.612885,2062.49,0.631,5.77,7.92,1.372616984
PALRUS,1.363,0.24976,33.61,0.133,2.25,4.5,2
PALSED,1.538,0.234795,138.19,0.127,3.38,4.94,1.461538462
PALWIK,1.556,0.222711,140.36,0.104,4.16,4.8,1.153846154
PALYEJ,0.46,0.824447,3425.34,1.765,14.71,15.69,1.066621346
PALYOR,1.456,0.199769,65.19,0.075,1.8,4.56,2.533333333
PALZIN,1.14,0.325662,57.58,0.208,2.35,4.71,2.004255319
PAMBEL,1.604,0.110998,31.16,0.054,1.22,4.87,3.991803279
PAMCAI,1.348,0.272533,181.37,0.158,2.07,4.77,2.304347826
PAMTIH,0.944,0.530034,675.86,0.608,3.86,4.76,1.233160622
PANRAA,1.082,0.346762,140.69,0.268,2.6,4.44,1.707692308
PANVOP,0.764,0.604344,1274.66,0.717,11.93,12.45,1.043587594
PANYEK,1.106,0.576271,828.9,0.432,5.15,7.07,1.372815534
PANYEL,1.392,0.279646,38.32,0.14,2.41,4.54,1.883817427
PANYOU,1.036,0.485336,1073.63,0.421,6.4,6.84,1.06875
PAPGAR,1.505,0.472096,810.43,0.314,5.5,7.05,1.281818182
PAPKOI,1.054,0.435224,107.42,0.377,3.35,4.74,1.414925373
PAPLUP,1.35,0.266397,14.6,0.139,3.02,4.27,1.413907285
PAPMAW,1.282,0.276222,61.7,0.159,3.5,4.43,1.265714286
PAPNIF,1.278,0.319339,78.1,0.177,3.26,4.35,1.334355828
PAPNUQ,1.189,0.214178,187.18,0.138,1.23,4.93,4.008130081
PAPQUU,1.608,0.270179,56.01,0.146,2.17,4.65,2.142857143
PAPROO,1.915,0.306844,259.91,0.127,4.78,6.66,1.393305439
PAPRUU,1.807,0.288748,255.49,0.127,4.3,6.88,1.6
PAPVOU,0.647,0.735422,3453.32,1.165,7.2,9.67,1.343055556
PAPVUZ,1.356,0.230971,162.44,0.143,2.77,4.96,1.790613718
PAPZAJ,2.322,0.143664,22.11,0.03,0.91,5.14,5.648351648
PAQDOC,1.19,0.364819,255.45,0.248,2.74,4.9,1.788321168
PAQFIY,1.633,0.268042,74.7,0.118,4.01,4.83,1.204488778
PAQZEO,1.307,0.252665,4.8,0.132,2.65,4.16,1.569811321
PARHAS,0.834,0.510484,1395.08,0.553,5.91,6.5,1.099830795
PARHEW,0.755,0.579169,1812.67,0.691,6.2,6.95,1.120967742
PARKUQ01,1.171,0.634281,1044.48,0.468,5.08,6.6,1.299212598
PARKUQ,1.174,0.633047,1037.61,0.468,5.13,6.57,1.280701754
PARMIG,1.334,0.457379,78.91,0.228,4.08,4.53,1.110294118
PARNON,0.973,0.595245,1454.4,0.524,5.71,7.4,1.295971979
PARVUB,1.372,0.117273,9.3,0.033,1.98,4.58,2.313131313
PARVUC,1.093,0.573992,1096.11,0.468,5.04,6.08,1.206349206
PARZEP,2.792,0.615703,101.16,0.158,3.94,4.55,1.154822335
PASBOB,1.544,0.250169,15.36,0.139,3.5,4.22,1.205714286
PASBUI,2.008,0.128766,30.65,0.053,1.15,4.6,4
PASCAP,1.874,0.148129,45.02,0.072,1.17,4.67,3.991452991
PASFAS,2.197,0.151217,21.88,0.062,3.95,4.22,1.06835443
PASFEW,2.185,0.152258,13.22,0.066,3.83,4.16,1.08616188
PASFIA,2.196,0.151707,24.63,0.062,3.92,4.19,1.068877551
PASGAU,1.576,0.281815,67.64,0.14,3.43,4.46,1.300291545
PASJIE,1.076,0.458567,767.74,0.35,5.52,7.16,1.297101449
PASNAB,1.127,0.710581,1399.65,0.532,4.28,5.96,1.392523364
PASPAC,1.358,0.253428,15.77,0.137,2.96,4.48,1.513513514
PASPEG,1.31,0.189229,67.76,0.099,2.27,4.85,2.136563877
PASTOU,1.733,0.083053,14.61,0.038,1.41,4.61,3.269503546
PASZAN,1.831,0.310979,26.26,0.106,3.18,4.37,1.374213836
PATBES,1.312,0.164753,3.9,0.08,1.04,4.16,4
PATQAD,1.082,0.281127,4.97,0.162,1.46,4.12,2.821917808
PATQEI,1.117,0.377415,155.72,0.266,3.79,5.06,1.335092348
PATQIM,1.481,0.256316,120.89,0.119,0.84,4.75,5.654761905
PATRAE,1.137,0.164164,2.6,0.089,1.8,4.15,2.305555556
PAVDAS,1.599,0.19943,3,0.117,3.08,4.22,1.37012987
PAVNEI,1.398,0.542893,1020.51,0.387,5.03,6.28,1.248508946
PAVREK,1.563,0.29246,279.32,0.14,5.05,5.4,1.069306931
PAWGOJ,1.375,0.239843,20.8,0.139,2.05,4.39,2.141463415
PAWXIX,1.236,0.234772,109.82,0.138,1.59,6.35,3.993710692
PAXGED,1.218,0.499547,497.18,0.389,3.49,5.82,1.667621777
PAXHAA,1.45,0.212206,120.33,0.13,3.28,4.8,1.463414634
PAXJEG,1.115,0.409984,354.4,0.316,3.6,4.8,1.333333333
PAXQIO01,2.62,0.157849,1.57,0.056,2.53,4.12,1.628458498
PAXQIO,2.62,0.157847,1.63,0.055,2.53,4.12,1.628458498
PAXZEW,0.72,0.602553,2118.38,0.749,8.75,9.76,1.115428571
PAYCID,1.096,0.418956,86.68,0.333,3.29,4.38,1.331306991
PAYFIH,0.965,0.680638,1502.66,0.673,5.95,6.73,1.131092437
PAYZEX,1.464,0.324967,346.49,0.194,5.85,7.13,1.218803419
PAZDUS,0.876,0.683257,1992.68,0.748,6.64,13.39,2.016566265
PAZHGN,6.041,0.601834,24.41,0.07,2.77,4.35,1.570397112
PAZSOZ,0.605,0.740391,3425.61,1.151,6.99,9.14,1.30758226
PAZSUF,1.047,0.489788,418.08,0.39,4.06,5.28,1.300492611
PAZZIA,1.059,0.184255,1.97,0.117,1.25,4.07,3.256
PEBNIV,1.378,0.431925,686.5,0.277,5.8,8.01,1.381034483
PEBQUK,1.349,0.207132,8.84,0.119,2.07,4.14,2
PEBWIE,0.995,0.548751,1418.25,0.518,6.06,6.86,1.132013201
PEBXIF,1.35,0.265542,108.93,0.139,3.77,4.77,1.265251989
PECHOX,1.207,0.478173,661.77,0.367,3.49,5.48,1.570200573
PECHUD,1.172,0.486475,826.14,0.392,4.06,5.42,1.334975369
PECJAL,1.199,0.47402,764.58,0.371,3.99,5.33,1.335839599
PECJEP,1.087,0.473302,814.69,0.411,3.84,5.44,1.416666667
PECJIT,1.101,0.479182,757.12,0.404,3.31,5.41,1.634441088
PECPIX,0.866,0.446361,996.59,0.455,11.91,12.79,1.07388749
PEDBEI,1.515,0.210147,122.95,0.113,1.93,4.88,2.528497409
PEDBIM,1.53,0.21266,127.77,0.112,1.93,4.88,2.528497409
PEDBOS,1.552,0.213118,124.26,0.11,1.93,4.89,2.533678756
PEDBUY,1.582,0.211608,124.45,0.105,1.92,4.86,2.53125
PEDCAF,1.632,0.214043,116.94,0.104,1.91,4.84,2.534031414
PEDLEQ,1.304,0.162868,49.47,0.087,1.26,5.04,4
PEDLIV,0.88,0.587893,378.4,0.479,3.54,5.01,1.415254237
PEFHIS01,1.061,0.345068,221.69,0.235,4.09,5.04,1.232273839
PEFHIS,1.048,0.345998,235.11,0.245,4.04,5.11,1.264851485
PEFSUQ,1.239,0.213567,270.71,0.164,2.28,6.08,2.666666667
PEFTAX,1.283,0.288624,5.71,0.161,2.47,4.21,1.704453441
PEFVIF,1.46,0.303879,209.05,0.21,2.72,6.04,2.220588235
PEGCAH,1.408,0.267558,2.18,0.143,2.95,4.04,1.369491525
PEGCIP,1.256,0.42301,318.32,0.264,4.09,5.31,1.298288509
PEGQOJ,2.728,0.09714,0.73,0.016,2.04,4.08,2
PEHFUG,1.28,0.380586,542.46,0.259,4.84,6.05,1.25
PEHNIB,1.692,0.486427,211.78,0.223,2.95,5.04,1.708474576
PEHTIH,1.469,0.178292,32.58,0.098,2.97,4.5,1.515151515
PEHTON,1.258,0.293527,448.33,0.188,3.97,5.44,1.370277078
PEHTUT,1.217,0.372871,213.29,0.217,3.5,5.12,1.462857143
PEJCEO,1.411,0.193721,35.43,0.089,1.08,4.32,4
PEJFER,1.863,0.229304,33.27,0.081,2.33,4.4,1.888412017
PEJMOH,0.973,0.598475,625.75,0.494,3.92,5.22,1.331632653
PEJMUN,0.863,0.618457,1709.74,0.584,5.82,7.19,1.235395189
PEJPEB,0.854,0.68873,1781.51,0.732,8.4,10.13,1.205952381
PEJRIH,0.833,0.618898,1544.37,0.619,5.49,6.86,1.249544627
PEJVEH,1.156,0.409707,112.36,0.286,3.28,4.79,1.460365854
PEJWUY,1.593,0.109127,3.02,0.034,1.27,4.16,3.275590551
PEKDAM,0.952,0.491118,642.32,0.428,3.76,5.5,1.462765957
PEKHIY,1.847,0.212291,1.38,0.09,1.46,4.12,2.821917808
PEKHUK,1.871,0.208052,0.17,0.085,1.44,4.08,2.833333333
PEKYAG,1.864,0.294065,200.72,0.148,3.6,5.09,1.413888889
PELBIU,1.275,0.505388,1094.82,0.361,6.42,7.93,1.235202492
PELGAR,1.006,0.4259,612.37,0.351,3.23,6.27,1.941176471
PELGIY,1.279,0.345576,366.47,0.206,2.81,6.48,2.306049822
PELQII,0.684,0.692245,2570.73,0.88,6.67,8.96,1.343328336
PELWEK,1.064,0.451314,356.19,0.316,3.88,5.33,1.37371134
PELWUA,1.323,0.474807,354.69,0.277,3.75,5.48,1.461333333
PELYIP,1.425,0.206732,5.21,0.12,2.81,4.11,1.462633452
PEMCES,1.297,0.225553,93.83,0.16,3.58,4.42,1.234636872
PEMHOG,1.097,0.288926,143.56,0.194,2.41,5.15,2.136929461
PEMPEF,1.276,0.242595,179.27,0.136,0.88,4.99,5.670454545
PEMROQ,1.033,0.489022,735.04,0.406,4.84,5.59,1.154958678
PEMRUX,0.864,0.592002,1280.04,0.624,10.63,11.76,1.106302916
PEMXAJ,1.512,0.222352,64.49,0.115,3.03,4.58,1.511551155
PENFIY,1.528,0.321935,377.75,0.171,4.88,5.96,1.221311475
PENKAW,3.56,0.161795,0.88,0.044,2.63,4.3,1.634980989
PENNUT,1.37,0.354894,419.56,0.211,3.53,5.16,1.461756374
PENXUC,2.097,0.164213,5.23,0.066,1.04,4.16,4
PENYUD,1.475,0.342807,387.75,0.204,4.6,5.54,1.204347826
PEPBES,1.154,0.376535,216.59,0.242,2.38,5.09,2.138655462
PEPLEC,1.03,0.596978,1196,0.483,6.58,7.03,1.068389058
PEPLIG,1.049,0.578876,1159.91,0.458,6.17,6.59,1.068071313
PEPLOM,1.2,0.473896,653.65,0.332,4.92,5.36,1.089430894
PEPRIN,0.715,0.722939,3262.32,1.029,6.17,8.41,1.363047002
PEPTIO,1.334,0.275785,28.85,0.125,3.55,4.28,1.205633803
PEPXUE,1.63,0.304119,419.22,0.165,5.57,6.87,1.233393178
PEQJUT,1.361,0.217296,20.57,0.111,1.72,4.35,2.529069767
PEQLAA,1.385,0.17155,12.57,0.075,1.34,4.38,3.268656716
PEQLEC01,1.359,0.382638,3.28,0.225,2.32,4.16,1.793103448
PEQLII,1.194,0.35926,260.72,0.216,2.14,5.72,2.672897196
PEQLOO,1.52,0.147332,6.29,0.076,3.4,4.2,1.235294118
PEQRAH01,1.236,0.314918,30.79,0.189,3.02,4.28,1.417218543
PEQRAH02,1.236,0.314416,25.01,0.188,3.01,4.26,1.415282392
PEQRAH03,1.234,0.319014,26.02,0.19,3.02,4.27,1.413907285
PEQRAH04,1.241,0.316657,26.26,0.186,3.02,4.27,1.413907285
PEQRAH05,1.242,0.318837,28.14,0.185,3.04,4.3,1.414473684
PEQRAH06,1.248,0.313681,23.5,0.183,2.99,4.23,1.414715719
PEQRAH,1.231,0.314987,32.16,0.19,2.94,4.3,1.462585034
PEQREL01,1.36,0.166697,119.15,0.089,0.97,5.46,5.628865979
PEQVEP,0.908,0.583918,732.98,0.628,4.09,5.61,1.371638142
PEQVOX,1.469,0.239087,15.61,0.142,3.62,4.19,1.157458564
PESSIS,0.564,0.700176,1928.96,1.185,19.74,20.34,1.030395137
PESSOY,0.374,0.773939,2515.24,1.996,29.85,30.25,1.013400335
PESSUE,0.317,0.79966,2677.86,2.431,34.76,35.09,1.009493671
