Refcode,Year,MOF Density (g/cm3),Helium Void Fraction (-),Surface Area (m2/g),Free Volume (cm3/g),Pore Limiting Diameter (A),Large Cavity Diameter (A),Ratio LCD/PLD (-),Porosity,Density (g/cm3),Helium void fraction (-),Surface area (m2/g),Free volume (cm3/g),Pore limiting diameter (A),Large cavity diameter (A),LCD/PLD (-)
MIFHUG,2013,1.093,0.427,430.750,0.322,2.450,5.910,2.412,1D,[1.0-1.1),[0.4-0.5),[400-500),[0.3-0.4),[2.2-2.6),[5.6-6.0),[2.0-2.5)
BEYKEX,2013,2.116,0.256,57.570,0.122,2.450,4.900,2.000,1D,[2.0-7.0],[0.2-0.3),[50-100),[0.1-0.2),[2.2-2.6),[4.8-5.0),[2.0-2.5)
BIQHEQ,2013,1.170,0.338,51.980,0.251,2.450,4.620,1.886,1D,[1.1-1.2),[0.3-0.4),[50-100),[0.2-0.3),[2.2-2.6),[4.6-4.8),[1.8-2.0)
RIHXIR,2013,1.676,0.237,82.630,0.077,2.450,5.870,2.396,3D,[1.6-1.8),[0.2-0.3),[50-100),[0.0-0.1),[2.2-2.6),[5.6-6.0),[2.0-2.5)
BEMRES,2013,1.672,0.216,129.450,0.094,2.460,5.690,2.313,1D,[1.6-1.8),[0.2-0.3),[100-150),[0.0-0.1),[2.2-2.6),[5.6-6.0),[2.0-2.5)
XINYAW,2013,1.125,0.311,227.830,0.210,2.460,5.930,2.411,1D,[1.1-1.2),[0.3-0.4),[200-300),[0.2-0.3),[2.2-2.6),[5.6-6.0),[2.0-2.5)
FARKIU,2013,1.039,0.283,26.040,0.183,2.470,4.210,1.704,1D,[1.0-1.1),[0.2-0.3),[0-50),[0.1-0.2),[2.2-2.6),[4.2-4.3),[1.6-1.8)
PEFTAX,2013,1.283,0.289,5.710,0.161,2.470,4.210,1.704,1D,[1.2-1.3),[0.2-0.3),[0-50),[0.1-0.2),[2.2-2.6),[4.2-4.3),[1.6-1.8)
TETWUM,2013,1.789,0.131,15.410,0.056,2.470,4.650,1.883,1D,[1.6-1.8),[0.1-0.2),[0-50),[0.0-0.1),[2.2-2.6),[4.6-4.8),[1.8-2.0)
QINSUD,2013,1.204,0.321,158.720,0.311,2.470,4.930,1.996,2D,[1.2-1.3),[0.3-0.4),[150-200),[0.3-0.4),[2.2-2.6),[4.8-5.0),[1.8-2.0)
RESMEJ,2013,2.151,0.208,59.030,0.084,2.470,4.940,2.000,2D,[2.0-7.0],[0.2-0.3),[50-100),[0.0-0.1),[2.2-2.6),[4.8-5.0),[2.0-2.5)
HAZBER,2013,1.533,0.309,1.040,0.163,2.480,4.050,1.633,1D,[1.5-1.6),[0.3-0.4),[0-50),[0.1-0.2),[2.2-2.6),[3.9-4.2),[1.6-1.8)
CEZNAY,2013,2.325,0.155,31.610,0.060,2.490,4.690,1.884,1D,[2.0-7.0],[0.1-0.2),[0-50),[0.0-0.1),[2.2-2.6),[4.6-4.8),[1.8-2.0)
REZJIR02,2013,1.287,0.279,49.020,0.257,2.490,4.460,1.791,1D,[1.2-1.3),[0.2-0.3),[0-50),[0.2-0.3),[2.2-2.6),[4.4-4.5),[1.6-1.8)
XEZJUJ,2013,1.401,0.145,9.590,0.075,2.500,4.260,1.704,1D,[1.4-1.5),[0.1-0.2),[0-50),[0.0-0.1),[2.2-2.6),[4.2-4.3),[1.6-1.8)
MIKPED,2013,1.061,0.282,320.910,0.205,2.500,5.350,2.140,1D,[1.0-1.1),[0.2-0.3),[300-400),[0.2-0.3),[2.2-2.6),[5.3-5.6),[2.0-2.5)
REZJIR,2013,1.278,0.281,58.110,0.265,2.500,4.480,1.792,1D,[1.2-1.3),[0.2-0.3),[50-100),[0.2-0.3),[2.2-2.6),[4.4-4.5),[1.6-1.8)
CEZMUR,2013,2.330,0.154,32.710,0.061,2.510,4.730,1.884,1D,[2.0-7.0],[0.1-0.2),[0-50),[0.0-0.1),[2.2-2.6),[4.6-4.8),[1.8-2.0)
UDEPIE,2013,1.776,0.459,453.690,0.213,2.510,6.050,2.410,3D,[1.6-1.8),[0.4-0.5),[400-500),[0.2-0.3),[2.2-2.6),[6.0-6.5),[2.0-2.5)
RIPNUB,2013,1.239,0.316,95.960,0.189,2.510,5.370,2.139,1D,[1.2-1.3),[0.3-0.4),[50-100),[0.1-0.2),[2.2-2.6),[5.3-5.6),[2.0-2.5)
SENGAV,2013,1.036,0.265,76.180,0.186,2.510,4.490,1.789,1D,[1.0-1.1),[0.2-0.3),[50-100),[0.1-0.2),[2.2-2.6),[4.4-4.5),[1.6-1.8)
PENKAW,2013,3.560,0.162,0.880,0.044,2.520,4.300,1.706,3D,[2.0-7.0],[0.1-0.2),[0-50),[0.0-0.1),[2.2-2.6),[4.3-4.4),[1.6-1.8)
ACAFAN,2013,1.276,0.313,102.920,0.176,2.520,4.760,1.889,2D,[1.2-1.3),[0.3-0.4),[100-150),[0.1-0.2),[2.2-2.6),[4.6-4.8),[1.8-2.0)
FELVOJ,2013,1.640,0.243,88.790,0.076,2.530,5.850,2.312,3D,[1.6-1.8),[0.2-0.3),[50-100),[0.0-0.1),[2.2-2.6),[5.6-6.0),[2.0-2.5)
GIBGUV,2013,1.398,0.307,97.170,0.172,2.530,4.780,1.889,1D,[1.3-1.4),[0.3-0.4),[50-100),[0.1-0.2),[2.2-2.6),[4.6-4.8),[1.8-2.0)
NEVVER,2013,1.273,0.257,88.590,0.123,2.530,5.400,2.134,2D,[1.2-1.3),[0.2-0.3),[50-100),[0.1-0.2),[2.2-2.6),[5.3-5.6),[2.0-2.5)
BERGAI,2013,1.496,0.294,126.380,0.142,2.540,5.080,2.000,1D,[1.4-1.5),[0.2-0.3),[100-150),[0.1-0.2),[2.2-2.6),[5.0-5.3),[2.0-2.5)
KIPXUE,2013,1.033,0.357,53.080,0.250,2.550,4.570,1.792,1D,[1.0-1.1),[0.3-0.4),[50-100),[0.2-0.3),[2.2-2.6),[4.5-4.6),[1.6-1.8)
KIDCEH,2013,1.912,0.209,0.620,0.108,2.580,4.040,1.566,1D,[1.8-2.0),[0.2-0.3),[0-50),[0.1-0.2),[2.2-2.6),[3.9-4.2),[1.5-1.6)
QITDEE,2013,1.336,0.213,54.840,0.089,2.580,4.610,1.787,2D,[1.3-1.4),[0.2-0.3),[50-100),[0.0-0.1),[2.2-2.6),[4.6-4.8),[1.6-1.8)
REZLUF,2013,0.977,0.526,931.060,0.476,2.590,7.320,2.826,1D,[0.8-1.0),[0.5-0.6),[800-1000),[0.4-0.5),[2.2-2.6),[7.0-8.0),[2.5-3.0)
RIFMIE,2013,1.342,0.263,37.890,0.145,2.600,4.430,1.704,1D,[1.3-1.4),[0.2-0.3),[0-50),[0.1-0.2),[2.6-3.0),[4.4-4.5),[1.6-1.8)
XIFJED,2013,1.606,0.142,0.860,0.062,2.600,4.080,1.569,1D,[1.6-1.8),[0.1-0.2),[0-50),[0.0-0.1),[2.6-3.0),[3.9-4.2),[1.5-1.6)
XETGEK,2013,1.275,0.329,178.160,0.179,2.600,5.210,2.004,2D,[1.2-1.3),[0.3-0.4),[150-200),[0.1-0.2),[2.6-3.0),[5.0-5.3),[2.0-2.5)
HEDBID,2013,2.425,0.202,35.600,0.080,2.610,4.450,1.705,1D,[2.0-7.0],[0.2-0.3),[0-50),[0.0-0.1),[2.6-3.0),[4.4-4.5),[1.6-1.8)
RIPPEN,2013,1.249,0.319,96.440,0.179,2.610,5.590,2.142,1D,[1.2-1.3),[0.3-0.4),[50-100),[0.1-0.2),[2.6-3.0),[5.3-5.6),[2.0-2.5)
CIJSIZ,2013,1.244,0.294,8.900,0.187,2.620,4.270,1.630,1D,[1.2-1.3),[0.2-0.3),[0-50),[0.1-0.2),[2.6-3.0),[4.2-4.3),[1.6-1.8)
MINGAT,2013,1.373,0.245,10.920,0.130,2.620,4.280,1.634,2D,[1.3-1.4),[0.2-0.3),[0-50),[0.1-0.2),[2.6-3.0),[4.2-4.3),[1.6-1.8)
BIKHEK,2013,1.157,0.344,69.660,0.238,2.630,4.290,1.631,1D,[1.1-1.2),[0.3-0.4),[50-100),[0.2-0.3),[2.6-3.0),[4.2-4.3),[1.6-1.8)
REHRED,2013,1.184,0.288,40.060,0.151,2.640,4.500,1.705,1D,[1.1-1.2),[0.2-0.3),[0-50),[0.1-0.2),[2.6-3.0),[4.5-4.6),[1.6-1.8)
XEXNEV,2013,1.538,0.136,25.130,0.051,2.640,4.730,1.792,1D,[1.5-1.6),[0.1-0.2),[0-50),[0.0-0.1),[2.6-3.0),[4.6-4.8),[1.6-1.8)
WEMKUW,2013,1.371,0.377,13.540,0.193,2.650,4.330,1.634,1D,[1.3-1.4),[0.3-0.4),[0-50),[0.1-0.2),[2.6-3.0),[4.3-4.4),[1.6-1.8)
EDABOC,2013,1.697,0.302,144.230,0.127,2.650,4.990,1.883,1D,[1.6-1.8),[0.3-0.4),[100-150),[0.1-0.2),[2.6-3.0),[4.8-5.0),[1.8-2.0)
BIBBEV,2013,1.201,0.123,0.750,0.082,2.660,4.020,1.511,1D,[1.2-1.3),[0.1-0.2),[0-50),[0.0-0.1),[2.6-3.0),[3.9-4.2),[1.5-1.6)
CIJPIW,2013,1.265,0.180,49.640,0.108,2.670,4.550,1.704,1D,[1.2-1.3),[0.1-0.2),[0-50),[0.1-0.2),[2.6-3.0),[4.5-4.6),[1.6-1.8)
NETSIQ,2013,1.708,0.180,2.550,0.080,2.680,4.210,1.571,1D,[1.6-1.8),[0.1-0.2),[0-50),[0.0-0.1),[2.6-3.0),[4.2-4.3),[1.5-1.6)
SEYQUK,2013,1.605,0.211,0.200,0.129,2.680,4.060,1.515,1D,[1.6-1.8),[0.2-0.3),[0-50),[0.1-0.2),[2.6-3.0),[3.9-4.2),[1.5-1.6)
DEBKOM,2013,1.286,0.195,27.120,0.097,2.690,4.400,1.636,1D,[1.2-1.3),[0.1-0.2),[0-50),[0.0-0.1),[2.6-3.0),[4.4-4.5),[1.6-1.8)
REGLOG,2013,2.189,0.188,13.640,0.051,2.690,4.390,1.632,1D,[2.0-7.0],[0.1-0.2),[0-50),[0.0-0.1),[2.6-3.0),[4.3-4.4),[1.6-1.8)
ZILSUK,2013,1.308,0.126,3.300,0.058,2.690,4.220,1.569,1D,[1.3-1.4),[0.1-0.2),[0-50),[0.0-0.1),[2.6-3.0),[4.2-4.3),[1.5-1.6)
PELGIY,2013,1.279,0.346,366.470,0.206,2.690,6.480,2.409,2D,[1.2-1.3),[0.3-0.4),[300-400),[0.2-0.3),[2.6-3.0),[6.0-6.5),[2.0-2.5)
AFELII,2013,1.498,0.196,60.790,0.101,2.700,4.600,1.704,2D,[1.4-1.5),[0.1-0.2),[50-100),[0.1-0.2),[2.6-3.0),[4.6-4.8),[1.6-1.8)
CEYMIE,2013,2.246,0.233,48.650,0.083,2.710,4.630,1.708,1D,[2.0-7.0],[0.2-0.3),[0-50),[0.0-0.1),[2.6-3.0),[4.6-4.8),[1.6-1.8)
TEXKEO,2013,1.266,0.354,14.360,0.174,2.710,4.250,1.568,1D,[1.2-1.3),[0.3-0.4),[0-50),[0.1-0.2),[2.6-3.0),[4.2-4.3),[1.5-1.6)
CEMPOB,2013,2.385,0.248,53.370,0.096,2.710,5.110,1.886,2D,[2.0-7.0],[0.2-0.3),[50-100),[0.0-0.1),[2.6-3.0),[5.0-5.3),[1.8-2.0)
SIVVAW,2013,1.607,0.315,76.190,0.131,2.710,4.850,1.790,1D,[1.6-1.8),[0.3-0.4),[50-100),[0.1-0.2),[2.6-3.0),[4.8-5.0),[1.6-1.8)
DIQFUG,2013,1.101,0.309,25.870,0.202,2.720,4.270,1.570,1D,[1.1-1.2),[0.3-0.4),[0-50),[0.2-0.3),[2.6-3.0),[4.2-4.3),[1.5-1.6)
XEQFUW,2013,1.250,0.253,18.110,0.133,2.720,4.450,1.636,1D,[1.2-1.3),[0.2-0.3),[0-50),[0.1-0.2),[2.6-3.0),[4.4-4.5),[1.6-1.8)
KIPXOY,2013,1.028,0.356,51.570,0.251,2.720,4.450,1.636,1D,[1.0-1.1),[0.3-0.4),[50-100),[0.2-0.3),[2.6-3.0),[4.4-4.5),[1.6-1.8)
WIHWER,2013,1.378,0.275,3.110,0.133,2.730,4.130,1.513,1D,[1.3-1.4),[0.2-0.3),[0-50),[0.1-0.2),[2.6-3.0),[3.9-4.2),[1.5-1.6)
KIJPUQ,2013,1.135,0.434,62.060,0.308,2.730,4.450,1.630,2D,[1.1-1.2),[0.4-0.5),[50-100),[0.3-0.4),[2.6-3.0),[4.4-4.5),[1.6-1.8)
GIMYUW01,2013,1.030,0.325,3.290,0.277,2.750,4.160,1.513,1D,[1.0-1.1),[0.3-0.4),[0-50),[0.2-0.3),[2.6-3.0),[3.9-4.2),[1.5-1.6)
LIHXUX,2013,1.058,0.328,31.470,0.253,2.750,4.500,1.636,3D,[1.0-1.1),[0.3-0.4),[0-50),[0.2-0.3),[2.6-3.0),[4.5-4.6),[1.6-1.8)
VICVUA,2013,3.621,0.205,27.380,0.063,2.750,4.680,1.702,1D,[2.0-7.0],[0.2-0.3),[0-50),[0.0-0.1),[2.6-3.0),[4.6-4.8),[1.6-1.8)
CIJSOF,2013,1.201,0.327,59.810,0.196,2.750,4.500,1.636,2D,[1.2-1.3),[0.3-0.4),[50-100),[0.1-0.2),[2.6-3.0),[4.5-4.6),[1.6-1.8)
CIJPAO,2013,1.277,0.181,40.830,0.108,2.760,4.510,1.634,1D,[1.2-1.3),[0.1-0.2),[0-50),[0.1-0.2),[2.6-3.0),[4.5-4.6),[1.6-1.8)
HEKVAW,2013,1.442,0.314,8.990,0.183,2.760,4.180,1.514,1D,[1.4-1.5),[0.3-0.4),[0-50),[0.1-0.2),[2.6-3.0),[3.9-4.2),[1.5-1.6)
LECGEH,2013,1.194,0.316,106.310,0.197,2.760,4.500,1.630,1D,[1.1-1.2),[0.3-0.4),[100-150),[0.1-0.2),[2.6-3.0),[4.5-4.6),[1.6-1.8)
VIPRAP,2013,2.265,0.274,148.480,0.119,2.760,5.210,1.888,2D,[2.0-7.0],[0.2-0.3),[100-150),[0.1-0.2),[2.6-3.0),[5.0-5.3),[1.8-2.0)
GICNOX,2013,1.141,0.364,298.920,0.245,2.760,5.530,2.004,2D,[1.1-1.2),[0.3-0.4),[200-300),[0.2-0.3),[2.6-3.0),[5.3-5.6),[2.0-2.5)
YEKNOT,2013,1.372,0.123,1.770,0.050,2.770,4.190,1.513,1D,[1.3-1.4),[0.1-0.2),[0-50),[0.0-0.1),[2.6-3.0),[3.9-4.2),[1.5-1.6)
GEMKOA,2013,1.000,0.385,115.270,0.295,2.770,4.520,1.632,1D,[1.0-1.1),[0.3-0.4),[100-150),[0.2-0.3),[2.6-3.0),[4.5-4.6),[1.6-1.8)
YEGPUX,2013,1.143,0.372,278.290,0.274,2.770,5.220,1.884,3D,[1.1-1.2),[0.3-0.4),[200-300),[0.2-0.3),[2.6-3.0),[5.0-5.3),[1.8-2.0)
KEYFAX,2013,1.110,0.322,65.930,0.228,2.770,4.340,1.567,1D,[1.1-1.2),[0.3-0.4),[50-100),[0.2-0.3),[2.6-3.0),[4.3-4.4),[1.5-1.6)
EDAGAT,2013,1.845,0.250,45.860,0.137,2.780,4.540,1.633,1D,[1.8-2.0),[0.2-0.3),[0-50),[0.1-0.2),[2.6-3.0),[4.5-4.6),[1.6-1.8)
FIGXAW,2013,1.642,0.307,23.850,0.136,2.780,4.370,1.572,3D,[1.6-1.8),[0.3-0.4),[0-50),[0.1-0.2),[2.6-3.0),[4.3-4.4),[1.5-1.6)
PIQQIR,2013,1.499,0.247,43.600,0.115,2.780,4.530,1.629,1D,[1.4-1.5),[0.2-0.3),[0-50),[0.1-0.2),[2.6-3.0),[4.5-4.6),[1.6-1.8)
GEQBEL,2013,1.388,0.373,403.830,0.271,2.780,5.250,1.888,1D,[1.3-1.4),[0.3-0.4),[400-500),[0.2-0.3),[2.6-3.0),[5.0-5.3),[1.8-2.0)
PICJUI,2013,1.303,0.208,80.190,0.112,2.780,4.970,1.788,1D,[1.3-1.4),[0.2-0.3),[50-100),[0.1-0.2),[2.6-3.0),[4.8-5.0),[1.6-1.8)
LIBJUD,2013,3.447,0.104,9.790,0.027,2.790,4.380,1.570,1D,[2.0-7.0],[0.1-0.2),[0-50),[0.0-0.1),[2.6-3.0),[4.3-4.4),[1.5-1.6)
FIRQEE,2013,1.608,0.404,245.150,0.201,2.790,5.590,2.004,1D,[1.6-1.8),[0.4-0.5),[200-300),[0.2-0.3),[2.6-3.0),[5.3-5.6),[2.0-2.5)
DIRFAN,2013,1.179,0.405,311.320,0.286,2.790,4.990,1.789,3D,[1.1-1.2),[0.4-0.5),[300-400),[0.2-0.3),[2.6-3.0),[4.8-5.0),[1.6-1.8)
LEWDEY,2013,0.950,0.479,333.600,0.384,2.790,5.260,1.885,3D,[0.8-1.0),[0.4-0.5),[300-400),[0.3-0.4),[2.6-3.0),[5.0-5.3),[1.8-2.0)
LIBZED,2013,1.373,0.233,121.580,0.130,2.800,4.780,1.707,1D,[1.3-1.4),[0.2-0.3),[100-150),[0.1-0.2),[2.6-3.0),[4.6-4.8),[1.6-1.8)
CILPOE,2013,1.031,0.425,78.150,0.411,2.800,4.390,1.568,2D,[1.0-1.1),[0.4-0.5),[50-100),[0.4-0.5),[2.6-3.0),[4.3-4.4),[1.5-1.6)
CEMPUH,2013,2.444,0.273,18.850,0.117,2.810,4.410,1.569,1D,[2.0-7.0],[0.2-0.3),[0-50),[0.1-0.2),[2.6-3.0),[4.4-4.5),[1.5-1.6)
ZIMLAK,2013,1.384,0.417,597.450,0.311,2.810,7.940,2.826,3D,[1.3-1.4),[0.4-0.5),[500-600),[0.3-0.4),[2.6-3.0),[7.0-8.0),[2.5-3.0)
LIMRAC,2013,1.341,0.258,42.330,0.139,2.820,4.610,1.635,2D,[1.3-1.4),[0.2-0.3),[0-50),[0.1-0.2),[2.6-3.0),[4.6-4.8),[1.6-1.8)
NILMAY,2013,1.316,0.374,38.660,0.209,2.830,4.440,1.569,2D,[1.3-1.4),[0.3-0.4),[0-50),[0.2-0.3),[2.6-3.0),[4.4-4.5),[1.5-1.6)
SESCEA,2013,1.027,0.453,237.770,0.329,2.830,5.070,1.792,1D,[1.0-1.1),[0.4-0.5),[200-300),[0.3-0.4),[2.6-3.0),[5.0-5.3),[1.6-1.8)
HIGYON,2013,1.121,0.207,214.710,0.149,2.840,5.680,2.000,1D,[1.1-1.2),[0.2-0.3),[200-300),[0.1-0.2),[2.6-3.0),[5.6-6.0),[2.0-2.5)
HAKFOQ01,2013,1.236,0.178,61.860,0.109,2.840,4.640,1.634,1D,[1.2-1.3),[0.1-0.2),[50-100),[0.1-0.2),[2.6-3.0),[4.6-4.8),[1.6-1.8)
ZIMLEO,2013,1.365,0.415,598.400,0.317,2.840,8.020,2.824,3D,[1.3-1.4),[0.4-0.5),[500-600),[0.3-0.4),[2.6-3.0),[8.0-10.0),[2.5-3.0)
DIPGUG,2013,1.092,0.406,42.970,0.324,2.850,4.310,1.512,1D,[1.0-1.1),[0.4-0.5),[0-50),[0.3-0.4),[2.6-3.0),[4.3-4.4),[1.5-1.6)
LEKKAP,2013,1.969,0.175,33.500,0.094,2.850,4.470,1.568,1D,[1.8-2.0),[0.1-0.2),[0-50),[0.0-0.1),[2.6-3.0),[4.4-4.5),[1.5-1.6)
PITRIV,2013,1.311,0.313,2.280,0.192,2.850,4.160,1.460,2D,[1.3-1.4),[0.3-0.4),[0-50),[0.1-0.2),[2.6-3.0),[3.9-4.2),[1.4-1.5)
RESZAS,2013,1.130,0.277,204.420,0.187,2.850,4.660,1.635,1D,[1.1-1.2),[0.2-0.3),[200-300),[0.1-0.2),[2.6-3.0),[4.6-4.8),[1.6-1.8)
ZIMLIS,2013,1.340,0.415,613.970,0.320,2.850,8.060,2.828,1D,[1.3-1.4),[0.4-0.5),[600-800),[0.3-0.4),[2.6-3.0),[8.0-10.0),[2.5-3.0)
FIPXEJ,2013,1.356,0.283,2.660,0.150,2.860,4.180,1.462,1D,[1.3-1.4),[0.2-0.3),[0-50),[0.1-0.2),[2.6-3.0),[3.9-4.2),[1.4-1.5)
TEVZIF,2013,2.324,0.389,177.720,0.107,2.860,8.370,2.927,1D,[2.0-7.0],[0.3-0.4),[150-200),[0.1-0.2),[2.6-3.0),[8.0-10.0),[2.5-3.0)
ZEQJAI,2013,1.251,0.244,150.850,0.144,2.860,4.870,1.703,1D,[1.2-1.3),[0.2-0.3),[150-200),[0.1-0.2),[2.6-3.0),[4.8-5.0),[1.6-1.8)
ZILTAR,2013,1.295,0.127,5.720,0.058,2.870,4.330,1.509,1D,[1.2-1.3),[0.1-0.2),[0-50),[0.0-0.1),[2.6-3.0),[4.3-4.4),[1.5-1.6)
DICFOM,2013,1.140,0.418,127.880,0.284,2.880,4.910,1.705,2D,[1.1-1.2),[0.4-0.5),[100-150),[0.2-0.3),[2.6-3.0),[4.8-5.0),[1.6-1.8)
KEWNEH,2013,0.912,0.430,342.760,0.348,2.880,5.770,2.003,2D,[0.8-1.0),[0.4-0.5),[300-400),[0.3-0.4),[2.6-3.0),[5.6-6.0),[2.0-2.5)
BEXRUT,2013,1.310,0.272,67.010,0.175,2.880,4.530,1.573,1D,[1.3-1.4),[0.2-0.3),[50-100),[0.1-0.2),[2.6-3.0),[4.5-4.6),[1.5-1.6)
KINYUD,2013,1.191,0.225,0.690,0.133,2.890,4.080,1.412,1D,[1.1-1.2),[0.2-0.3),[0-50),[0.1-0.2),[2.6-3.0),[3.9-4.2),[1.4-1.5)
RIDJIZ,2013,1.170,0.402,74.510,0.256,2.890,4.540,1.571,1D,[1.1-1.2),[0.4-0.5),[50-100),[0.2-0.3),[2.6-3.0),[4.5-4.6),[1.5-1.6)
ADABUE,2013,1.466,0.219,3.840,0.091,2.900,4.100,1.414,1D,[1.4-1.5),[0.2-0.3),[0-50),[0.0-0.1),[2.6-3.0),[3.9-4.2),[1.4-1.5)
XEJWUG,2013,1.561,0.249,0.610,0.112,2.900,4.100,1.414,1D,[1.5-1.6),[0.2-0.3),[0-50),[0.1-0.2),[2.6-3.0),[3.9-4.2),[1.4-1.5)
CILXIG,2013,1.271,0.337,109.260,0.248,2.900,4.550,1.569,1D,[1.2-1.3),[0.3-0.4),[100-150),[0.2-0.3),[2.6-3.0),[4.5-4.6),[1.5-1.6)
ACEGOG,2013,1.420,0.325,59.230,0.192,2.900,4.390,1.514,1D,[1.4-1.5),[0.3-0.4),[50-100),[0.1-0.2),[2.6-3.0),[4.3-4.4),[1.5-1.6)
RAVVOA02,2013,1.823,0.256,67.900,0.142,2.900,4.560,1.572,1D,[1.8-2.0),[0.2-0.3),[50-100),[0.1-0.2),[2.6-3.0),[4.5-4.6),[1.5-1.6)
RIHJOJ,2013,1.258,0.348,72.470,0.212,2.900,4.740,1.634,1D,[1.2-1.3),[0.3-0.4),[50-100),[0.2-0.3),[2.6-3.0),[4.6-4.8),[1.6-1.8)
YINQOD,2013,1.004,0.381,175.700,0.303,2.910,4.960,1.704,1D,[1.0-1.1),[0.3-0.4),[150-200),[0.3-0.4),[2.6-3.0),[4.8-5.0),[1.6-1.8)
WISJUF,2013,1.196,0.310,267.050,0.201,2.910,5.200,1.787,2D,[1.1-1.2),[0.3-0.4),[200-300),[0.2-0.3),[2.6-3.0),[5.0-5.3),[1.6-1.8)
SIWTEZ,2013,1.436,0.349,346.940,0.199,2.910,5.200,1.787,1D,[1.4-1.5),[0.3-0.4),[300-400),[0.1-0.2),[2.6-3.0),[5.0-5.3),[1.6-1.8)
DIMDEK,2013,1.631,0.218,63.880,0.117,2.910,4.760,1.636,1D,[1.6-1.8),[0.2-0.3),[50-100),[0.1-0.2),[2.6-3.0),[4.6-4.8),[1.6-1.8)
KETNUT01,2013,1.463,0.338,338.350,0.249,2.920,5.230,1.791,1D,[1.4-1.5),[0.3-0.4),[300-400),[0.2-0.3),[2.6-3.0),[5.0-5.3),[1.6-1.8)
OFERUN04,2013,0.914,0.540,1209.100,0.538,2.930,11.380,3.884,3D,[0.8-1.0),[0.5-0.6),[1000-1250),[0.5-0.6),[2.6-3.0),[8.0-72.0],[3.0-4.0)
BERVIF,2013,1.081,0.211,2.100,0.144,2.940,4.030,1.371,1D,[1.0-1.1),[0.2-0.3),[0-50),[0.1-0.2),[2.6-3.0),[3.9-4.2),[1.3-1.4)
PEZWEY,2013,1.529,0.266,71.790,0.146,2.940,4.810,1.636,1D,[1.5-1.6),[0.2-0.3),[50-100),[0.1-0.2),[2.6-3.0),[4.8-5.0),[1.6-1.8)
FERVOP,2013,1.606,0.352,2.510,0.195,2.950,4.170,1.414,3D,[1.6-1.8),[0.3-0.4),[0-50),[0.1-0.2),[2.6-3.0),[3.9-4.2),[1.4-1.5)
KINZAK,2013,1.186,0.253,6.840,0.152,2.950,4.170,1.414,1D,[1.1-1.2),[0.2-0.3),[0-50),[0.1-0.2),[2.6-3.0),[3.9-4.2),[1.4-1.5)
PEGCAH,2013,1.408,0.268,2.180,0.143,2.950,4.040,1.369,1D,[1.4-1.5),[0.2-0.3),[0-50),[0.1-0.2),[2.6-3.0),[3.9-4.2),[1.3-1.4)
ZEHPAF,2013,1.369,0.439,0.380,0.298,2.950,4.050,1.373,1D,[1.3-1.4),[0.4-0.5),[0-50),[0.2-0.3),[2.6-3.0),[3.9-4.2),[1.3-1.4)
PEHNIB,2013,1.692,0.486,211.780,0.223,2.950,5.040,1.708,3D,[1.6-1.8),[0.4-0.5),[200-300),[0.2-0.3),[2.6-3.0),[5.0-5.3),[1.6-1.8)
DEYKID,2013,1.044,0.475,302.540,0.334,2.950,4.640,1.573,2D,[1.0-1.1),[0.4-0.5),[300-400),[0.3-0.4),[2.6-3.0),[4.6-4.8),[1.5-1.6)
OFACAB,2013,1.322,0.309,65.320,0.178,2.950,4.460,1.512,2D,[1.3-1.4),[0.3-0.4),[50-100),[0.1-0.2),[2.6-3.0),[4.4-4.5),[1.5-1.6)
DIRMAU,2013,1.303,0.238,25.610,0.137,2.960,4.330,1.463,1D,[1.3-1.4),[0.2-0.3),[0-50),[0.1-0.2),[2.6-3.0),[4.3-4.4),[1.4-1.5)
YIQLOB,2013,1.488,0.246,15.940,0.118,2.960,4.190,1.416,1D,[1.4-1.5),[0.2-0.3),[0-50),[0.1-0.2),[2.6-3.0),[3.9-4.2),[1.4-1.5)
YIDMOP,2013,1.133,0.300,57.270,0.219,2.960,4.650,1.571,1D,[1.1-1.2),[0.3-0.4),[50-100),[0.2-0.3),[2.6-3.0),[4.6-4.8),[1.5-1.6)
MEXHUU,2013,1.395,0.254,0.460,0.133,2.970,4.080,1.374,1D,[1.3-1.4),[0.2-0.3),[0-50),[0.1-0.2),[2.6-3.0),[3.9-4.2),[1.3-1.4)
PEHTIH,2013,1.469,0.178,32.580,0.098,2.970,4.500,1.515,1D,[1.4-1.5),[0.1-0.2),[0-50),[0.0-0.1),[2.6-3.0),[4.5-4.6),[1.5-1.6)
WILSIV,2013,1.352,0.330,0.290,0.225,2.970,4.080,1.374,1D,[1.3-1.4),[0.3-0.4),[0-50),[0.2-0.3),[2.6-3.0),[3.9-4.2),[1.3-1.4)
OFALEO,2013,1.293,0.350,311.190,0.222,2.970,4.850,1.633,1D,[1.2-1.3),[0.3-0.4),[300-400),[0.2-0.3),[2.6-3.0),[4.8-5.0),[1.6-1.8)
SENWAL,2013,1.158,0.363,61.150,0.289,2.970,4.490,1.512,3D,[1.1-1.2),[0.3-0.4),[50-100),[0.2-0.3),[2.6-3.0),[4.4-4.5),[1.5-1.6)
REQCOH,2013,1.407,0.238,26.220,0.167,2.980,4.350,1.460,2D,[1.4-1.5),[0.2-0.3),[0-50),[0.1-0.2),[2.6-3.0),[4.3-4.4),[1.4-1.5)
